row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thu đầu năm VND > -,Số phải trả đầu năm VND > 546.204.958,Số phải nộp trong năm VND > 4.914.507.475,Số đã nộp trong năm VND > 4.915.010.302,Số phải thu cuối năm VND > -,Số phải trả cuối năm VND > 545.702.131,numeric__Số phải thu đầu năm VND > -,numeric__Số phải trả đầu năm VND > 546.204.958,numeric__Số phải nộp trong năm VND > 4.914.507.475,numeric__Số đã nộp trong năm VND > 4.915.010.302,numeric__Số phải thu cuối năm VND > -,numeric__Số phải trả cuối năm VND > 545.702.131
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,8.503.869.368,66.158.411.754,52.694.394.141,-,21.967.886.981,,8503869368.0,66158411754.0,52694394141.0,,21967886981.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.593.662,10.635.711.193,152.780.805.051,140.964.826.390,-,22.441.096.192,10593662.0,10635711193.0,152780805051.0,140964826390.0,,22441096192.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,121.453.593,3.256.575.779,2.827.349.578,-,550.679.794,,121453593.0,3256575779.0,2827349578.0,,550679794.0
Tổng công,Tổng công,Tổng công,10.593.662,19.807.239.112,227.110.300.059,201.401.580.411,-,45.505.365.098,10593662.0,19807239112.0,227110300059.0,201401580411.0,,45505365098.0
