row_label_raw,row_label_full,CHỈ TIÊU,Số dư đầu năm > Ngày 1/1/2019 > VND,Số dư đầu năm > Ngày 1/1/2020 > VND,Số tăng/giảm trong năm > Năm trước > Tăng > VND,Số tăng/giảm trong năm > Năm trước > Giảm > VND,Số tăng/giảm trong năm > Năm nay > Tăng > VND,Số tăng/giảm trong năm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31/12/2019 > VND,Số dư cuối năm > Ngày 31/12/2020 > VND,numeric__Số dư đầu năm > Ngày 1/1/2019 > VND,numeric__Số dư đầu năm > Ngày 1/1/2020 > VND,numeric__Số tăng/giảm trong năm > Năm trước > Tăng > VND,numeric__Số tăng/giảm trong năm > Năm trước > Giảm > VND,numeric__Số tăng/giảm trong năm > Năm nay > Tăng > VND,numeric__Số tăng/giảm trong năm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31/12/2019 > VND,numeric__Số dư cuối năm > Ngày 31/12/2020 > VND
A,A,A,1,2,3,4,5,6,7,8,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU,,,,,,,,,,,,,,,,
1. Vốn đầu tư của chủ sở hữu,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1.221.138.185.300,1.221.129.178.800,(9.006.500),-,422.052.217.900,-,1.221.129.178.800,1.643.181.396.700,1221138185300.0,1221129178800.0,-9006500.0,,422052217900.0,,1221129178800.0,1643181396700.0
1.1. Cổ phiếu phổ thông,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 1.1. Cổ phiếu phổ thông,1.1. Cổ phiếu phổ thông,1.221.242.800.000,1.221.242.800.000,-,-,422.068.040.000,-,1.221.242.800.000,1.643.310.840.000,1221242800000.0,1221242800000.0,,,422068040000.0,,1221242800000.0,1643310840000.0
1.2. Cổ phiếu quỹ,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 1.2. Cổ phiếu quỹ,1.2. Cổ phiếu quỹ,(104.614.700),(113.621.200),(9.006.500),-,(15.822.100),-,(113.621.200),(129.443.300),-104614700.0,-113621200.0,-9006500.0,,-15822100.0,,-113621200.0,-129443300.0
3. Quỹ dự trữ bổ sung vốn điều lệ,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 3. Quỹ dự trữ bổ sung vốn điều lệ,3. Quỹ dự trữ bổ sung vốn điều lệ,15.062.113.426,26.552.236.410,11.490.122.984,-,13.435.270.332,-,26.552.236.410,39.987.506.742,15062113426.0,26552236410.0,11490122984.0,,13435270332.0,,26552236410.0,39987506742.0
4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,15.052.129.326,26.542.252.310,11.490.122.984,-,13.435.270.332,-,26.542.252.310,39.977.522.642,15052129326.0,26542252310.0,11490122984.0,,13435270332.0,,26542252310.0,39977522642.0
5. Các Quỹ khác thuộc Vốn chủ sở hữu,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 5. Các Quỹ khác thuộc Vốn chủ sở hữu,5. Các Quỹ khác thuộc Vốn chủ sở hữu,1.628.982.305,1.625.982.305,-,3.000.000,-,-,1.625.982.305,1.625.982.305,1628982305.0,1625982305.0,,3000000.0,,,1625982305.0,1625982305.0
6. Lợi nhuận chưa phân phối,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > 6. Lợi nhuận chưa phân phối,6. Lợi nhuận chưa phân phối,207.590.887.214,393.986.566.921,229.807.666.863,43.411.987.156,268.705.406.640,327.095.909.246,393.986.566.921,335.596.064.315,207590887214.0,393986566921.0,229807666863.0,43411987156.0,268705406640.0,327095909246.0,393986566921.0,335596064315.0
a. Lợi nhuận đã thực hiện,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > a. Lợi nhuận đã thực hiện,a. Lợi nhuận đã thực hiện,228.641.997.306,403.804.003.603,218.569.827.711,43.407.821.414,263.740.365.491,327.095.909.246,403.804.003.603,340.448.459.848,228641997306.0,403804003603.0,218569827711.0,43407821414.0,263740365491.0,327095909246.0,403804003603.0,340448459848.0
b. Lợi nhuận chưa thực hiện,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > b. Lợi nhuận chưa thực hiện,b. Lợi nhuận chưa thực hiện,(21.051.110.092),(9.817.436.682),11.237.839.152,4.165.742,4.965.041.149,-,(9.817.436.682),(4.852.395.533),-21051110092.0,-9817436682.0,11237839152.0,4165742.0,4965041149.0,,-9817436682.0,-4852395533.0
TỔNG CỘNG,I. BIÊN ĐÔNG VỐN CHỦ SỐ HỮU > TỔNG CỘNG,TỔNG CỘNG,1.460.472.297.571,1.669.836.216.746,252.778.906.331,43.414.987.156,717.628.165.204,327.095.909.246,1.669.836.216.746,2.060.368.472.704,1460472297571.0,1669836216746.0,252778906331.0,43414987156.0,717628165204.0,327095909246.0,1669836216746.0,2060368472704.0
