row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Thăng dưvớncổ phầnTriệu VND,Cổ phiếu quỹTriệu VND,Quỹ đầu tưphát triểnTriệu VND,Quỹ dự phòngtài chínhTriệu VND,Quỹ dự trữbổ sungvốn điều lệTriệu VND,Vốn đầu tưxây dựngcơ bảnTriệu VND,Lợi nhuậnchưaphân phốiTriệu VND,Tổng cộngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Thăng dưvớncổ phầnTriệu VND,numeric__Cổ phiếu quỹTriệu VND,numeric__Quỹ đầu tưphát triểnTriệu VND,numeric__Quỹ dự phòngtài chínhTriệu VND,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu VND,numeric__Vốn đầu tưxây dựngcơ bảnTriệu VND,numeric__Lợi nhuậnchưaphân phốiTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,11.750.000,400.000,(1.040.655),3.397,541.706,145.797,608,1.995.005,13.795.858,11750000.0,400000.0,-1040655.0,3397.0,541706.0,145797.0,608.0,1995005.0,13795858.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,1.036.278,1.036.278,,,,,,,,1036278.0,1036278.0
Trích lập quỹ trong năm,Trích lập quỹ trong năm,Trích lập quỹ trong năm,-,-,-,-,86.412,43.206,-,(129.618),-,,,,,86412.0,43206.0,,-129618.0,
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(193),-,-,-,(193),,,,,-193.0,,,,-193.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,11.750.000,400.000,(1.040.655),3.397,627.925,189.003,608,2.901.665,14.831.943,11750000.0,400000.0,-1040655.0,3397.0,627925.0,189003.0,608.0,2901665.0,14831943.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,2.002.614,2.002.614,,,,,,,,2002614.0,2002614.0
Trích lập quỹ trong năm,Trích lập quỹ trong năm,Trích lập quỹ trong năm,-,-,-,-,103.628,51.814,-,(155.442),-,,,,,103628.0,51814.0,,-155442.0,
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(715),-,-,-,(715),,,,,-715.0,,,,-715.0
Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,11.750.000,400.000,(1.040.655),3.397,730.838,240.817,608,4.748.837,16.833.842,11750000.0,400000.0,-1040655.0,3397.0,730838.0,240817.0,608.0,4748837.0,16833842.0
