row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị dụng cụ quản lý Triệu VND,Các tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị dụng cụ quản lý Triệu VND,numeric__Các tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,30.647,484.327,94.482,90.875,931,701.262,30647.0,484327.0,94482.0,90875.0,931.0,701262.0
Mua sắm trong năm,Nguyên giá > Mua sắm trong năm,Mua sắm trong năm,152,11.927,18.138,16.435,53,46.705,152.0,11927.0,18138.0,16435.0,53.0,46705.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(6.241),(341),(1.912),(1.127),(148),(9.769),-6241.0,-341.0,-1912.0,-1127.0,-148.0,-9769.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,24.558,495.913,110.708,106.183,836,738.198,24558.0,495913.0,110708.0,106183.0,836.0,738198.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,13.509,374.457,68.975,83.028,890,540.859,13509.0,374457.0,68975.0,83028.0,890.0,540859.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,505,29.850,8.858,6.855,33,46.101,505.0,29850.0,8858.0,6855.0,33.0,46101.0
Thanh lý trong năm,Giá trị hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(4.040),(341),(1.912),(1.074),(148),(7.515),-4040.0,-341.0,-1912.0,-1074.0,-148.0,-7515.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,9.974,403.966,75.921,88.809,775,579.445,9974.0,403966.0,75921.0,88809.0,775.0,579445.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,17.138,109.870,25.507,7.847,41,160.403,17138.0,109870.0,25507.0,7847.0,41.0,160403.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,14.584,91.947,34.787,17.374,61,158.753,14584.0,91947.0,34787.0,17374.0,61.0,158753.0
