row_label_raw,row_label_full,col_0,Bà Đình Thị Tố Uyên,Giám đốc Khối Chiến lược,numeric__Bà Đình Thị Tố Uyên,numeric__Giám đốc Khối Chiến lược
,,,Bà Lại Thanh Mai,Giám đốc Khối Tư vấn Pháp lý và Tuân thủ,,
,,,Ông Nguyễn Ngọc Cương,Giám đốc Nhân sự,,
,,,Ông Nguyễn Quốc Khánh,Giám đốc Khối Công nghệ(từ ngày 6/4/2020),,
,,,Ông Sai Prasad Tummapudi,Giám đốc Khối Công nghệ(đến ngày 5/4/2020),,
,,,Ông Bryan Patrick Carroll,Giám đốc Khối Ngân hàng Số,,
,,,Ông Dương Ngọc Dũng,Giám đốc Khối Marketing và Truyền thông,,
,,,Ông Bùi Đức Quang,Tổng Giám đốc Ngân hàng Quản lý Tín dụng (từ ngày 20/7/2020)Quyền Giám đốc Khối Quản lý Tín dụng (từ ngày 1/1/2020 đến ngày 19/7/2020),,
,,,Bà Nguyễn Hà Thanh,Giám đốc Khối Vận hành(từ ngày 25/12/2020),,
Người đại diện theo pháp luật,Người đại diện theo pháp luật,Người đại diện theo pháp luật,Ông Nguyễn Hoàng Linh,Tổng Giám đốc,,
Trụ sở đăng ký,Trụ sở đăng ký,Trụ sở đăng ký,"54A Nguyễn Chí Thanh, Phường Láng ThươngQuận Đồng Đa, Thành phố Hà Nội, Việt Nam","54A Nguyễn Chí Thanh, Phường Láng ThươngQuận Đồng Đa, Thành phố Hà Nội, Việt Nam",,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH KPMGViệt Nam,Công ty TNHH KPMGViệt Nam,,
