row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá1% so với USDvà EURTriệu VND,VND giảm giá1% so với USDvà EURTriệu VND,numeric__VND tăng giá1% so với USDvà EURTriệu VND,numeric__VND giảm giá1% so với USDvà EURTriệu VND
USD,USD,USD,9.761,(9.761),9761.0,-9761.0
EUR,EUR,EUR,532,(532),532.0,-532.0
,,,10.293,(10.293),10293.0,-10293.0
