row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(74.214),(123.980),,-74214.0,-123980.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",2.851,99.933,,2851.0,99933.0
03,03,03,"Tiền chi từ thanh lý, nhượng bán tài sản cố định",(15),-,,-15.0,
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",194.522,-,,194522.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",189,42.166,,189.0,42166.0
II,II,II,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNGĐẦU TƯ,123.333,18.119,,123333.0,18119.0
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",-,(15),,,-15.0
III,III,III,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNGTÀI CHÍNH,-,(15),,,-15.0
IV,IV,IV,LU'U CHUYÊN TIỀN THUẦN TRONG NĂM,(6.110.734),2.935.468,,-6110734.0,2935468.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀNTẠI THỜI ĐIỂM ĐẦU NĂM,24.896.619,21.961.151,,24896619.0,21961151.0
VII,VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM CUỐI NĂM (Thuyết minh 33),18.785.885,24.896.619,,18785885.0,24896619.0
