row_label_raw,row_label_full,Loại tiền,Loại tiền_1,Loại tiền_2,numeric__Loại tiền_1,numeric__Loại tiền_2
,,,Mức tănglãi suất31/12/2019,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúcngày 31/12/2019(Triệu VND),,
VND,VND,VND,"1,00%",(28.711),0.01,-28711.0
USD,USD,USD,"0,25%",(5.831),0.0025,-5831.0
