row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá1% so với USDvà EURTriệu VND,VND giảm giá1% so với USDvà EURTriệu VND,numeric__VND tăng giá1% so với USDvà EURTriệu VND,numeric__VND giảm giá1% so với USDvà EURTriệu VND
USD,USD,USD,14.393,(14.393),14393.0,-14393.0
EUR,EUR,EUR,24,(24),24.0,-24.0
,,,14.417,(14.417),14417.0,-14417.0
