row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > Phải nộp > 14.137,Số đầu năm > Số phải nộp > 55.377,Số phát sinh trong năm > Số đã nộp > (63.208),Số phát sinh trong năm > Phải nộp > 6.306,Số cuối năm,numeric__Số đầu năm > Phải nộp > 14.137,numeric__Số đầu năm > Số phải nộp > 55.377,numeric__Số phát sinh trong năm > Số đã nộp > (63.208),numeric__Số phát sinh trong năm > Phải nộp > 6.306,numeric__Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,31.615,143.478,(134.064),41.029,,31615.0,143478.0,-134064.0,41029.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,4.513,52.975,(46.593),10.895,,4513.0,52975.0,-46593.0,10895.0,
Cộng,Cộng,Cộng,50.265,251.830,(243.865),58.230,,50265.0,251830.0,-243865.0,58230.0,
