row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",660.595,-,742.817,-,660595.0,,742817.0,
Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6.134.683,-,1.347.927,-,6134683.0,,1347927.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,18.373.502,-,23.777.634,-,18373502.0,,23777634.0,
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,144.176,-,,,144176.0,
Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,38.707,-,,,38707.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,51.783.052,(623.233),44.702.595,(579.859),51783052.0,-623233.0,44702595.0,-579859.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,3.384.995,(6.045),7.590.841,(5.966),3384995.0,-6045.0,7590841.0,-5966.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.437.931,-,1.097.493,-,1437931.0,,1097493.0,
Các tài sản có khác,Các tài sản có khác,Các tài sản có khác,3.934.649,(29.304),4.998.898,(29.304),3934649.0,-29304.0,4998898.0,-29304.0
Cộng,Cộng,Cộng,85.709.407,(658.582),84.441.088,(615.129),85709407.0,-658582.0,84441088.0,-615129.0
