row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01. Tăng vốn cố phần tử hoạt động góp vốn và/hoặc phát hành cố phiếu,01. Tăng vốn cố phần tử hoạt động góp vốn và/hoặc phát hành cố phiếu,01. Tăng vốn cố phần tử hoạt động góp vốn và/hoặc phát hành cố phiếu,,-,-,,,
02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,
03. Tiền chỉ thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chỉ thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chỉ thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,
"04. Cố tức trả cho cố động, lợi nhuận đã chia","04. Cố tức trả cho cố động, lợi nhuận đã chia","04. Cố tức trả cho cố động, lợi nhuận đã chia",,-,-,,,
05. Tiền chỉ ra mua cố phiếu quỹ,05. Tiền chỉ ra mua cố phiếu quỹ,05. Tiền chỉ ra mua cố phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cố phiếu quỹ,06. Tiền thu được do bán cố phiếu quỹ,06. Tiền thu được do bán cố phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền thuần tử hoạt động tài chính,III. Lưu chuyển tiền thuần tử hoạt động tài chính,III. Lưu chuyển tiền thuần tử hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền thuần tử hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,(699.598),(9.805.800),,-699598.0,-9805800.0
V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,III. Lưu chuyển tiền thuần tử hoạt động tài chính > V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,VII,25.868.378,35.674.178,,25868378.0,35674178.0
VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VII,25.168.780,25.868.378,,25168780.0,25868378.0
