row_label_raw,row_label_full,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu_1,Nợ phải trả và vốn chủ sở hữu_2,Nợ phải trả và vốn chủ sở hữu_3,Nợ phải trả và vốn chủ sở hữu_4,numeric__Nợ phải trả và vốn chủ sở hữu_1,numeric__Nợ phải trả và vốn chủ sở hữu_2,numeric__Nợ phải trả và vốn chủ sở hữu_3,numeric__Nợ phải trả và vốn chủ sở hữu_4
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,941.951,-,-,941.951,941951.0,,,941951.0
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,106.512,1.642,95,108.249,106512.0,1642.0,95.0,108249.0
Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,1.048.463,1.642,95,1.050.200,1048463.0,1642.0,95.0,1050200.0
Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,(2.813.649),6.731,11.043,(2.795.875),-2813649.0,6731.0,11043.0,-2795875.0
Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,-,-,-,-,,,,
"Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ ngoại bằng > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",(2.813.649),6.731,11.043,(2.795.875),-2813649.0,6731.0,11043.0,-2795875.0
