row_label_raw,row_label_full,Trái phiếu Chính phủ (1),2.588.098,6.048.842,numeric__2.588.098,numeric__6.048.842
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,2.588.098,6.048.842,2588098.0,6048842.0
Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,3.378.950,7.584.875,3378950.0,7584875.0
