row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Hoạt động sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình,Hoạt động sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình,Hoạt động sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình,4.098.494,8.172.209,4098494.0,8172209.0
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",3.951.514,7.043.685,3951514.0,7043685.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,25.396.542,18.203.288,25396542.0,18203288.0
"Lĩnh vực bắt động sản (kinh doanh, tự sử dụng)","Lĩnh vực bắt động sản (kinh doanh, tự sử dụng)","Lĩnh vực bắt động sản (kinh doanh, tự sử dụng)",2.195.625,2.928.243,2195625.0,2928243.0
Hoạt động đầu tư,Hoạt động đầu tư,Hoạt động đầu tư,-,270.000,,270000.0
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ",7.675.614,3.162.642,7675614.0,3162642.0
Xây dựng,Xây dựng,Xây dựng,8.011.771,4.667.549,8011771.0,4667549.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,180.339,6.801,180339.0,6801.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",153.550,41.954,153550.0,41954.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,116.037,192.321,116037.0,192321.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,-,2.000,,2000.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,1.600,409,1600.0,409.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,-,10.725,,10725.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",661,640,661.0,640.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",-,45,,45.0
Khai khoáng,Khai khoáng,Khai khoáng,745,-,745.0,
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,560,84,560.0,84.0
Cộng,Cộng,Cộng,51.783.052,44.702.595,51783052.0,44702595.0
