row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,,
Chi phí lãi tiền gửi,Thành viên Hội đồng quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,261,173,261.0,173.0
Thù lao,Thành viên Hội đồng quản trị > Thù lao,Thù lao,21.101,15.615,21101.0,15615.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,,
Chi phí lãi tiền gửi,Thành viên Ban Tổng Giám đốc > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,12,49,12.0,49.0
Tiền lương và thường,Thành viên Ban Tổng Giám đốc > Tiền lương và thường,Tiền lương và thường,18.992,14.321,18992.0,14321.0
Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,,
Chi phí lãi tiền gửi,Thành viên Ban kiểm soát > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,2,4,2.0,4.0
Thù lao,Thành viên Ban kiểm soát > Thù lao,Thù lao,6.530,5.708,6530.0,5708.0
Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,,
Chi phí lãi tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,485,1.270,485.0,1270.0
Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,,
Chi phí lãi tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,809,9.997,809.0,9997.0
Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,,
Chi phí lãi tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,82,84,82.0,84.0
"Tại ngày kết thúc năm tài chính, công nợ với các bên liên quan như sau:","Tại ngày kết thúc năm tài chính, công nợ với các bên liên quan như sau:","Tại ngày kết thúc năm tài chính, công nợ với các bên liên quan như sau:","Tại ngày kết thúc năm tài chính, công nợ với các bên liên quan như sau:","Tại ngày kết thúc năm tài chính, công nợ với các bên liên quan như sau:",,
,,,Số cuối năm,Số đầu năm,,
Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,,
Cho vay,Thành viên Hội đồng quản trị > Cho vay,Cho vay,-,27,,27.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,,
Cho vay,Thành viên Ban Tổng Giám đốc > Cho vay,Cho vay,139,298,139.0,298.0
Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,,
Cho vay,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị > Cho vay,Cho vay,132,53.373,132.0,53373.0
Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,,
Cho vay,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc > Cho vay,Cho vay,4.187,815,4187.0,815.0
Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát,,
Cho vay,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát > Cho vay,Cho vay,-,225,,225.0
Cộng nợ phải thu,Các công ty và cá nhân có liên quan đến thành viên Bank kiểm soát > Cộng nợ phải thu,Cộng nợ phải thu,6.438,56.718,6438.0,56718.0
Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,,
Tiền gửi,Thành viên Hội đồng quản trị > Tiền gửi,Tiền gửi,1.212,1.848,1212.0,1848.0
Lãi phải trả,Thành viên Hội đồng quản trị > Lãi phải trả,Lãi phải trả,10,6,10.0,6.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,,
Tiền gửi,Thành viên Ban Tổng Giám đốc > Tiền gửi,Tiền gửi,1.798,4.738,1798.0,4738.0
Lãi phải trả,Thành viên Ban Tổng Giám đốc > Lãi phải trả,Lãi phải trả,3,5,3.0,5.0
