row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,,
Tiền gửi,Thành viên Ban kiểm soát > Tiền gửi,Tiền gửi,705,243,705.0,243.0
Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị,,
Tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị > Tiền gửi,Tiền gửi,111.995,47.876,111995.0,47876.0
Lãi phải trả,Các công ty và cá nhân có liên quan đến thành viên Hội đồng quản trị > Lãi phải trả,Lãi phải trả,178,54,178.0,54.0
Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,,
Tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc > Tiền gửi,Tiền gửi,24.907,164.291,24907.0,164291.0
Lãi phải trả,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc > Lãi phải trả,Lãi phải trả,118,274,118.0,274.0
Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát,,
Tiền gửi,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát > Tiền gửi,Tiền gửi,1.300,1.408,1300.0,1408.0
Lãi phải trả,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát > Lãi phải trả,Lãi phải trả,23,19,23.0,19.0
Cộng nợ phải trả,Các công ty và cá nhân có liên quan đến thành viên Ban kiểm soát > Cộng nợ phải trả,Cộng nợ phải trả,481.136,551.546,481136.0,551546.0
