row_label_raw,row_label_full,col_0,Tổng dư nợ tiền gửi và cho vay,Tổng tiền gửi và tiền vay,Phát hành giấy tờ có giá,Các cam kết tín dụng,Chứng khoán kinh doanh,Chứng khoán đầu tư,numeric__Tổng dư nợ tiền gửi và cho vay,numeric__Tổng tiền gửi và tiền vay,numeric__Phát hành giấy tờ có giá,numeric__Các cam kết tín dụng,numeric__Chứng khoán kinh doanh,numeric__Chứng khoán đầu tư
Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,,,,,,
Trong nước,Số cuối năm > Trong nước,Trong nước,76.291.237,75.016.652,3.459.091,366.416,-,3.384.995,76291237.0,75016652.0,3459091.0,366416.0,,3384995.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,-,-,-,-,,,,,,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,,,
Trong nước,Số đầu năm > Trong nước,Trong nước,69.828.156,78.620.286,-,288.921,144.176,7.590.841,69828156.0,78620286.0,,288921.0,144176.0,7590841.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,-,-,-,-,,,,,,
