row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025,Năm 2024,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,141.177.171.482,77.371.275.090,1.0,,141177171482.0,77371275090.0
2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,,V.10,,,,,,
- Khấu hao tài sản cố định và bắt động sản đầu tư,2. Điều chỉnh cho các khoản : > - Khấu hao tài sản cố định và bắt động sản đầu tư,- Khấu hao tài sản cố định và bắt động sản đầu tư,02,->13,59.394.972.996,30.912.756.688,2.0,,59394972996.0,30912756688.0
- Các khoản dự phòng/ (Hoàn nhập dự phòng),2. Điều chỉnh cho các khoản : > - Các khoản dự phòng/ (Hoàn nhập dự phòng),- Các khoản dự phòng/ (Hoàn nhập dự phòng),03,"VI.4,6,7b",169.791.578.316,(14.093.827.725),3.0,,169791578316.0,-14093827725.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản : > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,-,4.0,,,
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản : > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,"VI.5,8",(264.362.856.541),(504.575.550.147),5.0,,-264362856541.0,-504575550147.0
"- Chi phí lãi vay, chi phí phát hành trái phiếu","2. Điều chỉnh cho các khoản : > - Chi phí lãi vay, chi phí phát hành trái phiếu","- Chi phí lãi vay, chi phí phát hành trái phiếu",06,VI.6,233.525.152.450,256.067.656.994,6.0,,233525152450.0,256067656994.0
- Các khoản điều chỉnh khác,2. Điều chỉnh cho các khoản : > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,07,,-,-,7.0,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,2. Điều chỉnh cho các khoản : > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,08,,339.526.018.703,(154.317.689.100),8.0,,339526018703.0,-154317689100.0
