row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2025,Năm 2024,numeric__Nội dung nghiệp vụ,numeric__Năm 2025,numeric__Năm 2024
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Cổ tức được nhận,-,8.191.619.640,,,8191619640.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Mua dịch vụ,9.382.703.977,10.413.831.352,,9382703977.0,10413831352.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Cung cấp dịch vụ,2.647.462.425,2.909.833.128,,2647462425.0,2909833128.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Chuyển nhượng cổ phần,95.370.998.400,18.231.417.000,,95370998400.0,18231417000.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Gốc cho vay,9.350.000.000,145.407.000.000,,9350000000.0,145407000000.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Thu hồi gốc cho vay,144.567.000.000,10.190.000.000,,144567000000.0,10190000000.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Lãi cho vay,3.062.247.616,4.890.412.684,,3062247616.0,4890412684.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Ứng trước,(22.727.272.727),(25.551.121.044),,-22727272727.0,-25551121044.0
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Gốc cho vay,27.428.000.000,11.243.000.000,,27428000000.0,11243000000.0
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Thu hồi gốc cho vay,8.447.000.000,-,,8447000000.0,
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Góp vốn HTKD,30.887.246.918,8.564.000.000,,30887246918.0,8564000000.0
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Lãi cho vay,1.096.348.728,-,,1096348728.0,
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Mua CCDC thanh lý,7.054.547,-,,7054547.0,
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Cung cấp dịch vụ,243.348.600,4.840.091.648,,243348600.0,4840091648.0
Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Lãi đi vay,-,12.365.751,,,12365751.0
Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Thu hồi vốn góp,1.300.000.000,-,,1300000000.0,
Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Lợi nhuận được chia,329.595.345,-,,329595345.0,
Công ty TNHH Thương Tín - CJ Cầu Tre,Công ty TNHH Thương Tín - CJ Cầu Tre,Công ty TNHH Thương Tín - CJ Cầu Tre,Lợi nhuận được chia,38.069.492.810,-,,38069492810.0,
Công ty TNHH Thương Tín - CJ Cầu Tre,Công ty TNHH Thương Tín - CJ Cầu Tre,Công ty TNHH Thương Tín - CJ Cầu Tre,Thu hồi vốn góp,440.000.000.000,-,,440000000000.0,
Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Góp vốn,-,26.500.000,,,26500000.0
Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Công ty TNHH MTV Đầu tư Bất động sản TTC Land Phú Quốc,Thu hồi vốn góp,-,5.581.145,,,5581145.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Hoàn trả góp vốnHTKD,-,25.223.000.000,,,25223000000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Lợi nhuận HTKD,-,1.511.840.711,,,1511840711.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Gốc đi vay,878.915.000.000,753.100.000.000,,878915000000.0,753100000000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Lãi đi vay,19.871.721.903,11.500.618.137,,19871721903.0,11500618137.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Mua dịch vụ,-,5.606.799.000,,,5606799000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Hoàn trả gốc đi vay,1.045.810.661.000,480.665.000.000,,1045810661000.0,480665000000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Cung cấp dịch vụ,26.938.680.000,29.266.810.000,,26938680000.0,29266810000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Thanh lý tài sản cố định,-,880.000.000,,,880000000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,"Thanh lý công cụ, dụng cụ",-,26.000.000,,,26000000.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Trả trước,-,11.213.598.000,,,11213598000.0
