row_label_raw,row_label_full,7. Chi phí bán hàng và Chi phí quản lý doanh nghiệp,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
a. Chi phí bán hàng,a. Chi phí bán hàng,a. Chi phí bán hàng,,,,
Chi phí nhân viên,a. Chi phí bán hàng > Chi phí nhân viên,Chi phí nhân viên,6.978.136.299,6.954.732.713,6978136299.0,6954732713.0
Chi phí môi giới,a. Chi phí bán hàng > Chi phí môi giới,Chi phí môi giới,644.561.562,8.630.855.758,644561562.0,8630855758.0
Chi phí khấu hao tài sản cố định,a. Chi phí bán hàng > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.273.963.849,1.273.963.849,1273963849.0,1273963849.0
Chi phí dịch vụ mua ngoài,a. Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.385.666.568,1.919.032.208,1385666568.0,1919032208.0
Chi phí bằng tiền khác,a. Chi phí bán hàng > Chi phí bằng tiền khác,Chi phí bằng tiền khác,290.164.098,157.098.526,290164098.0,157098526.0
Cộng,a. Chi phí bán hàng > Cộng,Cộng,10.572.492.376,18.935.683.054,10572492376.0,18935683054.0
