row_label_raw,row_label_full,col_0,Tăng/ giảm điểm cơ bản,Anh hướng đến lợi nhuận trước thuế (VND),numeric__Tăng/ giảm điểm cơ bản,numeric__Anh hướng đến lợi nhuận trước thuế (VND)
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,,
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 > VND,VND,+100,(20.040.892.026),100.0,-20040892026.0
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 > VND,VND,-100,20.040.892.026,-100.0,20040892026.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,,
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > VND,VND,+100,(14.133.656.889),100.0,-14133656889.0
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > VND,VND,-100,14.133.656.889,-100.0,14133656889.0
