row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,6.735.006.267.784,6.214.855.954.191,200.0,,6735006267784.0,6214855954191.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,2.060.264.524.298,1.791.106.416.437,210.0,,2060264524298.0,1791106416437.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,V.4b,242.386.417.634,242.386.417.634,212.0,,242386417634.0,242386417634.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.6b,1.817.878.106.664,1.548.719.998.803,216.0,,1817878106664.0,1548719998803.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.616.320.007,9.432.778.596,220.0,,5616320007.0,9432778596.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,1.334.895.773,795.086.840,221.0,,1334895773.0,795086840.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.731.058.573,12.311.216.754,222.0,,13731058573.0,12311216754.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(12.396.162.800),(11.516.129.914),223.0,,-12396162800.0,-11516129914.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,-,1.509.579.008,224.0,,,1509579008.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,-,2.536.092.728,225.0,,,2536092728.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,-,(1.026.513.720),226.0,,,-1026513720.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,V.11,4.281.424.234,7.128.112.748,227.0,,4281424234.0,7128112748.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,19.317.961.816,20.738.772.647,228.0,,19317961816.0,20738772647.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(15.036.537.582),(13.610.659.899),229.0,,-15036537582.0,-13610659899.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.12,1.414.170.899.866,561.548.148.424,230.0,,1414170899866.0,561548148424.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,1.607.397.267.226,698.120.198.637,231.0,,1607397267226.0,698120198637.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(193.226.367.360),(136.572.050.213),232.0,,-193226367360.0,-136572050213.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,V.9,15.328.417.201,14.242.923.404,240.0,,15328417201.0,14242923404.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,15.328.417.201,14.242.923.404,241.0,,15328417201.0,14242923404.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,2.706.410.160.239,3.356.466.392.186,250.0,,2706410160239.0,3356466392186.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,V.2c1,2.270.706.983.643,2.536.007.183.643,251.0,,2270706983643.0,2536007183643.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,V.2c2,502.774.599.410,855.955.536.584,253.0,,502774599410.0,855955536584.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,V.2c,(67.071.422.814),(35.496.328.041),254.0,,-67071422814.0,-35496328041.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,533.215.946.173,482.059.295.144,260.0,,533215946173.0,482059295144.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.13b,533.215.946.173,482.059.295.144,261.0,,533215946173.0,482059295144.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,11.075.021.385.794,10.898.545.110.241,270.0,,11075021385794.0,10898545110241.0
