row_label_raw,row_label_full,col_0,col_1,Năm 2025,Năm 2024,numeric__col_1,numeric__Năm 2025,numeric__Năm 2024
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,7.288.837.535,3.938.461.536,,7288837535.0,3938461536.0
Ông Nguyễn Thành Chương,Ông Nguyễn Thành Chương,Ông Nguyễn Thành Chương,Chủ tịch HĐQT,1.870.075.198,966.666.668,,1870075198.0,966666668.0
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Chủ tịch HĐQT (miễn nhiệm ngày 23/4/2024),-,433.333.332,,,433333332.0
Ông Đăng Hồng Anh,Ông Đăng Hồng Anh,Ông Đăng Hồng Anh,Phó Chủ tịch (miễn nhiệm ngày 24/4/2025),253.846.155,1.048.717.952,,253846155.0,1048717952.0
Ông Trần Văn An,Ông Trần Văn An,Ông Trần Văn An,Thành viên (bổ nhiệm ngày 24/4/2025),1.435.459.806,-,,1435459806.0,
Ông Nguyễn Văn Bành,Ông Nguyễn Văn Bành,Ông Nguyễn Văn Bành,Thành viên không điều hành (bổ nhiệm ngày 24/4/2025),970.075.209,-,,970075209.0,
Ông Nguyễn Văn Hòa,Ông Nguyễn Văn Hòa,Ông Nguyễn Văn Hòa,Thành viên độc lập (bổ nhiệm ngày 24/4/2025),970.075.209,-,,970075209.0,
Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Thành viên (bổ nhiệm ngày 24/4/2025),1.435.459.806,-,,1435459806.0,
Ông Võ Quốc Khánh,Ông Võ Quốc Khánh,Ông Võ Quốc Khánh,Thành viên (miễn nhiệm ngày 24/4/2025),153.846.154,956.410.256,,153846154.0,956410256.0
Ông Phạm Trung Kiên,Ông Phạm Trung Kiên,Ông Phạm Trung Kiên,Thành viên HĐQT,99.999.999,266.666.664,,99999999.0,266666664.0
Ông Lê Quang Vũ,Ông Lê Quang Vũ,Ông Lê Quang Vũ,Thành viên HĐQT,99.999.999,266.666.664,,99999999.0,266666664.0
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,1.119.696.000,866.452.000,,1119696000.0,866452000.0
Ông Võ Thanh Lâm,Ông Võ Thanh Lâm,Ông Võ Thanh Lâm,Tổng Giám đốc,1.119.696.000,866.452.000,,1119696000.0,866452000.0
Cộng,Cộng,Cộng,Cộng,8.408.533.535,4.804.913.536,,8408533535.0,4804913536.0
