row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,4.340.015.118.010,4.683.689.156.050,100.0,,4340015118010.0,4683689156050.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,193.193.265.367,127.806.230.488,110.0,,193193265367.0,127806230488.0
1. Tiền,1. Tiền,1. Tiền,111,,134.542.037.874,104.932.708.267,111.0,,134542037874.0,104932708267.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,58.651.227.493,22.873.522.221,112.0,,58651227493.0,22873522221.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,68.485.188.957,55.841.754.011,120.0,,68485188957.0,55841754011.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,V.2a,-,2.863.432,121.0,,,2863432.0
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2b,68.485.188.957,55.838.890.579,123.0,,68485188957.0,55838890579.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,2.418.862.082.404,2.334.388.206.131,130.0,,2418862082404.0,2334388206131.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,162.404.861.724,228.689.070.245,131.0,,162404861724.0,228689070245.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4a,1.114.625.253.889,391.562.390.855,132.0,,1114625253889.0,391562390855.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,838.527.796.602,1.362.653.906.445,135.0,,838527796602.0,1362653906445.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6a,342.907.451.564,363.802.162.081,136.0,,342907451564.0,363802162081.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,"V.3,5,6a",(39.603.281.375),(12.319.323.495),137.0,,-39603281375.0,-12319323495.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,1.618.928.375.742,2.066.023.307.843,140.0,,1618928375742.0,2066023307843.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.625.499.485.172,2.067.003.722.491,141.0,,1625499485172.0,2067003722491.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(6.571.109.430),(980.414.648),149.0,,-6571109430.0,-980414648.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,40.546.205.540,99.629.657.577,150.0,,40546205540.0,99629657577.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.14a,1.312.276.533,12.054.729.598,151.0,,1312276533.0,12054729598.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,V.17b,39.233.929.007,87.574.927.979,152.0,,39233929007.0,87574927979.0
