row_label_raw,row_label_full,3. Phải thu của khách hàng ngắn hạn > Phải thu khách hàng là các bên liên quan (xem thuyết minh IX.3),31/12/2025 > Giá trị > 36.938.166.204,31/12/2025 > Dự phòng > -,01/01/2025 > Giá trị > 112.384.033.325,01/01/2025 > Dự phòng > -,numeric__31/12/2025 > Giá trị > 36.938.166.204,numeric__31/12/2025 > Dự phòng > -,numeric__01/01/2025 > Giá trị > 112.384.033.325,numeric__01/01/2025 > Dự phòng > -
Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),23.909.892.689,-,23.909.892.689,-,23909892689.0,,23909892689.0,
Công ty Cổ phần Nhà Hòa Bình (ii),Công ty Cổ phần Nhà Hòa Bình (ii),Công ty Cổ phần Nhà Hòa Bình (ii),48.070.260.567,-,17.247.954.630,-,48070260567.0,,17247954630.0,
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,53.486.542.264,(10.946.298.431),75.147.189.601,(7.715.093.571),53486542264.0,-10946298431.0,75147189601.0,-7715093571.0
Cộng,Cộng,Cộng,162.404.861.724,(10.946.298.431),228.689.070.245,(7.715.093.571),162404861724.0,-10946298431.0,228689070245.0,-7715093571.0
