row_label_raw,row_label_full,Khoản mục > Số dư đầu năm trước,Vốn góp của chủ sở hữu > 3.956.617.750.000,Thặng dư vốn cổ phần > 333.103.781.211,Quỹ khác > 24.890.292.522,Quỹ đầu tư phát triển > 152.607.772.601,Lợi nhuận sau thuế chưa phân phối > 455.097.758.321,Cộng > 4.922.317.354.655,numeric__Vốn góp của chủ sở hữu > 3.956.617.750.000,numeric__Thặng dư vốn cổ phần > 333.103.781.211,numeric__Quỹ khác > 24.890.292.522,numeric__Quỹ đầu tư phát triển > 152.607.772.601,numeric__Lợi nhuận sau thuế chưa phân phối > 455.097.758.321,numeric__Cộng > 4.922.317.354.655
Phát hành cổ phiếu để hoán đổi nợ,Phát hành cổ phiếu để hoán đổi nợ,Phát hành cổ phiếu để hoán đổi nợ,349.332.610.000,(470.000.000),-,-,-,348.862.610.000,349332610000.0,-470000000.0,,,,348862610000.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,56.758.312.730,56.758.312.730,,,,,56758312730.0,56758312730.0
Chi hoạt động của HĐQT,Chi hoạt động của HĐQT,Chi hoạt động của HĐQT,-,-,-,-,(4.800.000.000),(4.800.000.000),,,,,-4800000000.0,-4800000000.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,4.305.950.360.000,332.633.781.211,24.890.292.522,152.607.772.601,507.056.071.051,5.323.138.277.385,4305950360000.0,332633781211.0,24890292522.0,152607772601.0,507056071051.0,5323138277385.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,4.305.950.360.000,332.633.781.211,24.890.292.522,152.607.772.601,507.056.071.051,5.323.138.277.385,4305950360000.0,332633781211.0,24890292522.0,152607772601.0,507056071051.0,5323138277385.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,125.059.045.677,125.059.045.677,,,,,125059045677.0,125059045677.0
Chi hoạt động của HĐQT,Chi hoạt động của HĐQT,Chi hoạt động của HĐQT,-,-,-,-,(4.800.000.000),(4.800.000.000),,,,,-4800000000.0,-4800000000.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,4.305.950.360.000,332.633.781.211,24.890.292.522,152.607.772.601,627.315.116.728,5.443.397.323.062,4305950360000.0,332633781211.0,24890292522.0,152607772601.0,627315116728.0,5443397323062.0
