row_label_raw,row_label_full,Hàng bán bị trả lại,112.287.320,-,numeric__112.287.320,numeric__-
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,11.436.800,1.049.691.125,11436800.0,1049691125.0
Cộng,Cộng,Cộng,123.724.120,1.049.691.125,123724120.0,1049691125.0
