row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.443.397.323.062,5.323.138.277.385,400.0,,5443397323062.0,5323138277385.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.21,5.443.397.323.062,5.323.138.277.385,410.0,,5443397323062.0,5323138277385.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,4.305.950.360.000,4.305.950.360.000,411.0,,4305950360000.0,4305950360000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.305.950.360.000,4.305.950.360.000,,,4305950360000.0,4305950360000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,332.633.781.211,332.633.781.211,412.0,,332633781211.0,332633781211.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,152.607.772.601,152.607.772.601,418.0,,152607772601.0,152607772601.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,24.890.292.522,24.890.292.522,420.0,,24890292522.0,24890292522.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,627.315.116.728,507.056.071.051,421.0,,627315116728.0,507056071051.0
- LNST chưa phân phối lũy kếđến cuối năm trước,- LNST chưa phân phối lũy kếđến cuối năm trước,- LNST chưa phân phối lũy kếđến cuối năm trước,421a,,502.256.071.051,450.297.758.321,,,502256071051.0,450297758321.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,125.059.045.677,56.758.312.730,,,125059045677.0,56758312730.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,11.075.021.385.794,10.898.545.110.241,440.0,,11075021385794.0,10898545110241.0
