row_label_raw,row_label_full,col_0,Chức danh,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Tổng Giám đốc,11.125,11.640,,11125.0,11640.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,42.286,41.050,,42286.0,41050.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,53.411,52.690,,53411.0,52690.0
