row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Dự phòng cho hợp đồng có rủi ro lớn (i),Dài hạn > Dự phòng cho hợp đồng có rủi ro lớn (i),Dự phòng cho hợp đồng có rủi ro lớn (i),53.516,-,53516.0,
Dự phòng bảo hành công trình xây dựng,Dài hạn > Dự phòng bảo hành công trình xây dựng,Dự phòng bảo hành công trình xây dựng,4.587,18.746,4587.0,18746.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,58.103,18.746,58103.0,18746.0
