row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty SDI,Công ty SDI,Công ty SDI,Góp vốn bằng hoán đổi cổ phần của một công ty con và bằng tiền,1.372.165,-,,1372165.0,
Công ty SDI,Công ty SDI,Công ty SDI,Hoàn cọc chuyển nhượng dự án,137.000,-,,137000.0,
Công ty VinMedTech,Công ty VinMedTech,Công ty VinMedTech,Góp vốn bằng tiền,297.000,-,,297000.0,
Công ty VS,Công ty VS,Công ty VS,Đi vay,2.381.300,4.654.335,,2381300.0,4654335.0
Công ty VS,Công ty VS,Công ty VS,Lãi đi vay,552.513,181.968,,552513.0,181968.0
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Cho vay,2.785.000,-,,2785000.0,
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Đi vay,130.655,113.500,,130655.0,113500.0
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Lãi cho vay,78.947,-,,78947.0,
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Nhận chuyển nhượng khoản đầu tư,17.923,95.374,,17923.0,95374.0
Công ty Vin3S,Công ty Vin3S,Công ty Vin3S,Đi vay,64.000,-,,64000.0,
Công ty Ngọc Việt,Công ty Ngọc Việt,Công ty Ngọc Việt,Đi vay,4.950.000,-,,4950000.0,
Công ty Ngọc Việt,Công ty Ngọc Việt,Công ty Ngọc Việt,Cho vay,2.456.222,-,,2456222.0,
Công ty Ngọc Việt,Công ty Ngọc Việt,Công ty Ngọc Việt,Lãi đi vay,61.050,-,,61050.0,
Công ty VinAI,Công ty VinAI,Công ty VinAI,Cho vay,153.049,-,,153049.0,
Công ty VinTech,Công ty VinTech,Công ty VinTech,Lãi cho vay,72.889,114.334,,72889.0,114334.0
Công ty VinTech,Công ty VinTech,Công ty VinTech,Góp vốn bằng cần trừ khoản vay,-,500.000,,,500000.0
Công ty VinTech,Công ty VinTech,Công ty VinTech,Nhận chuyển nhượng khoản đầu tư,-,68.000,,,68000.0
Công ty VSN,Công ty VSN,Công ty VSN,Lãi đi vay,53.021,-,,53021.0,
Công ty ĐTĐH Berjayra,Công ty ĐTĐH Berjayra,Công ty ĐTĐH Berjayra,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,-,4.420.000,,,4420000.0
Công ty VinCons,Công ty VinCons,Công ty VinCons,Tạm ứng liên quan đến hoạt động xây dựng,2.050.000,-,,2050000.0,
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Hoàn cọc đã nhận cho mục đích chuyển nhượng khoản đầu tư,-,3.765.184,,,3765184.0
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Đi vay,-,1.500.000,,,1500000.0
Công ty Cổ phần Vinpearl Thanh Hóa (Công ty con đến ngày 30 tháng 6 năm 2023),Công ty Cổ phần Vinpearl Thanh Hóa (Công ty con đến ngày 30 tháng 6 năm 2023),Công ty Cổ phần Vinpearl Thanh Hóa (Công ty con đến ngày 30 tháng 6 năm 2023),Doanh thu từ chuyển nhượng bất động sản,624.865,-,,624865.0,
Công ty VinHMS,Công ty VinHMS,Công ty VinHMS,Góp vốn bằng tiền,-,375.012,,,375012.0
Công ty VinCSS,Công ty VinCSS,Công ty VinCSS,Góp vốn bằng tiền,-,391.103,,,391103.0
Công ty VinCSS,Công ty VinCSS,Công ty VinCSS,Đi vay,48.500,84.600,,48500.0,84600.0
Công ty VinFast Auto,Công ty VinFast Auto,Công ty VinFast Auto,Phải thu chuyển nhượng khoản đầu tư,-,26.017.160,,,26017160.0
Công ty VinFast Auto,Công ty VinFast Auto,Công ty VinFast Auto,Cần trừ phải thu chuyển nhượng khoản đầu tư với đặt cọc,-,235.000,,,235000.0
Công ty VinFast Auto,Công ty VinFast Auto,Công ty VinFast Auto,Góp vốn bằng tiền,-,163.985,,,163985.0
Công ty VinBigdata,Công ty VinBigdata,Công ty VinBigdata,Đi vay,10.000,146.000,,10000.0,146000.0
Công ty Xalivico,Công ty Xalivico,Công ty Xalivico,Đi vay,-,638.000,,,638000.0
Công ty Vinpearl Quảng Bình,Công ty Vinpearl Quảng Bình,Công ty Vinpearl Quảng Bình,Doanh thu từ chuyển nhượng bất động sản,-,346.135,,,346135.0
