row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
43,43,43,Công ty Cape Wickham Golf Links PTY LTD,Công ty Cape Wickham Golf,"100,00","100,00","1 Cape Wickham Road, Wickham, TAS 7256, Australia",Quản lý sân Golf,,,100.0,100.0,,
44,44,44,Công ty Cổ phần Vinpearl Cửa Hội,Công ty Vinpearl Cửa Hội,"100,00","100,00","Đường Bình Minh, Phường Nghi Hải, Thị xã Cửa Lò, Tĩnh Nghệ An, Việt Nam",Cung cấp dịch vụ lưu trú ngắn ngày,,,100.0,100.0,,
45,45,45,Công ty Cổ phần Thương mại và Kinh doanh Ngọc Việt,Công ty Ngọc Việt,"100,00","100,00","Tòa văn phòng Symphony, Đường Chu Huy Mân, Khu đồ thị Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Kinh doanh bất động sân,,,100.0,100.0,,
46,46,46,Công ty Cổ phần Đầu tư Kinh doanh VMC Holding,Công ty VMC Holding,"75,00","75,00",Khu đồ thị Vinhomes Riverside(1),Hoạt động tư vấn quản lý,,,75.0,75.0,,
47,47,47,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","75,00","Số 458, Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Cung cấp các dịch vụ bệnh viện,,,100.0,75.0,,
48,48,48,Công ty Cổ phần Đầu tư Y học Công nghệ cao VinMedTech,Công ty VinMedTech,"99,00","99,00",Khu đồ thị Vinhomes Riverside(1),Cung cấp các dịch vụ bệnh viện,,,99.0,99.0,,
49,49,49,Công ty Cổ phần Đầu tư Phát triển VS,Công ty VS,"61,42","61,42",Khu đồ thị Vinhomes Riverside (1),Dịch vụ tư vấn quản lý,,,61.42,61.42,,
50,50,50,Công ty Cổ phần Vinschool,Công ty Vinschool,"100,00","61,43",Khu đồ thị Vinhomes Riverside(1),Cung cấp dịch vụ giáo dục,,,100.0,61.43,,
51,51,51,Công ty TNHH World Academy,Công ty World Academy,"100,00","100,00",Khu đồ thị Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
52,52,52,Công ty TNHH Giáo Dục Và Đào Tạo VinAcademy,Công ty VinAcademy,"100,00","100,00",Khu đồ thị Vinhomes Riverside(1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
53,53,53,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu đồ thị Vinhomes Riverside(1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
54,54,54,Công ty TNHH Dịch vụ Vận tải Sinh thái Vinbus,Công ty Vinbus,"100,00","100,00",Khu đồ thị Vinhomes Riverside (1),Dịch vụ vận tải hành khách,,,100.0,100.0,,
