row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc chuyển nhượng dự án,20.968.649,-,,20968649.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tiền cho mục đích khác,7.300.000,-,,7300000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc và góp vốn cho mục đích hợp tác đầu tư,6.630.793,42.170.447,,6630793.0,42170447.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Hoàn cọc chuyển nhượng dự án,3.200.000,-,,3200000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Hoàn cọc cho mục đích hợp tác đầu tư,1.230.000,-,,1230000.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,1.189.968,1.589.690,,1189968.0,1589690.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Cấn trừ tạm ứng dịch vụ quản lý,1.020.566,-,,1020566.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Doanh thu cung cấp dịch vụ quản lý,983.066,798.362,,983066.0,798362.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tạm ứng cho dịch vụ quản lý,480.000,540.566,,480000.0,540566.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận chuyển nhượng khoản đầu tư,301.921,-,,301921.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Tạm ứng liên quan đến hoạt động xây dựng,181.091,-,,181091.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải thu từ chi hộ,126.706,-,,126706.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,"Phải trả dịch vụ tư vấn quản lý dự án, tổng thầu",90.017,179.996,,90017.0,179996.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Cho vay,79.835,-,,79835.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Cổ tức được chia,-,5.804.965,,,5804965.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,"Phải thu từ chi hộ mua hàng hóa, dịch vụ",-,445.853,,,445853.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Chỉ hộ chi phí truyền thông,-,105.442,,,105442.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cho vay,18.042.461,38.765.213,,18042461.0,38765213.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Đi vay,17.468.891,-,,17468891.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Góp vốn bằng tiền,9.695.897,-,,9695897.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Nhận hoàn cọc cho mục đích thực hiện hợp đồng,5.522.946,-,,5522946.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Tăng vay từ bù trừ công nợ với công ty con,1.371.771,-,,1371771.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cấn trừ gốc cho vay với gốc đi vay của công ty con khác,820.217,-,,820217.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Phí thu xếp giao dịch chuyển nhượng cổ phần,769.674,-,,769674.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cấn trừ gốc vay với gốc cho vay của công ty con khác,740.409,-,,740409.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Hoàn cọc chuyển nhượng dự án,680.000,-,,680000.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cấn trừ gốc vay với công ty con khác,200.329,-,,200329.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Lãi cho vay,178.467,1.062.409,,178467.0,1062409.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Doanh thu cung cấp dịch vụ quản lý,148.704,144.706,,148704.0,144706.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Lãi đi vay,126.221,-,,126221.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Phải thu từ chi hộ chi phí truyền thông,62.208,53.181,,62208.0,53181.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Lợi nhuận từ hợp đồng hợp tác kinh doanh,60.064,-,,60064.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Phải thu chuyển nhượng khoản đầu tư,-,4.200.490,,,4200490.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,-,3.497.686,,,3497686.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Doanh thu từ chuyển nhượng bất động sản,-,903.762,,,903762.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Doanh thu từ hợp đồng hợp tác kinh doanh,-,129.365,,,129365.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Cho vay,68.446.313,48.921.378,,68446313.0,48921378.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Lãi cho vay,3.451.975,2.245.501,,3451975.0,2245501.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Chuyển khoản phải thu thành khoản cho vay,819.000,-,,819000.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Góp vốn bằng cán trừ khoản vay,-,45.733.714,,,45733714.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Góp vốn bằng tiền,-,19.995.359,,,19995359.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Phải thu từ chi hộ chi phí truyền thông,-,80.312,,,80312.0
Công ty WorldAcademy,Công ty WorldAcademy,Công ty WorldAcademy,Đi vay,92.000,80.000,,92000.0,80000.0
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Hoàn cọc đã nhận chuyển nhượng dự án,8.808.649,-,,8808649.0,
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Chi phí sử dụng vốn từ hợp tác kinh doanh,685.492,-,,685492.0,
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,-,7.924.500,,,7924500.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Cho vay,1.886.500,7.572.600,,1886500.0,7572600.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi cho vay,24.718,408.819,,24718.0,408819.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Góp vốn bằng cán trừ khoản vay,-,1.200.000,,,1200000.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Phải thu chuyển nhượng khoản đầu tư,-,345.716,,,345716.0
