row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Ngày 31 tháng 12năm 2022 (Đãđược trình bàytrước đây),Đơn vị tính: triệu VND > Điều chỉnh,Đơn vị tính: triệu VND > Ngày 31 tháng 12năm 2022 (Trìnhbảy lại),numeric__CHỈ TIÊU,numeric__Ngày 31 tháng 12năm 2022 (Đãđược trình bàytrước đây),numeric__Đơn vị tính: triệu VND > Điều chỉnh,numeric__Đơn vị tính: triệu VND > Ngày 31 tháng 12năm 2022 (Trìnhbảy lại)
BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,,,,
319,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG > 319,319,Phải trả ngắn hạn khác,20.621.870,800.000,21.421.870,,20621870.0,800000.0,21421870.0
320,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG > 320,320,Vay ngắn hạn,5.620.235,(800.000),4.820.235,,5620235.0,-800000.0,4820235.0
,,,,Năm trước (Đãđược trình bàytrước đây),Điều chỉnh,Năm trước (Trìnhbảy lại),,,,
Mã số,Mã số,Mã số,CHỈ TIÊU,Năm trước (Đãđược trình bàytrước đây),Điều chỉnh,Năm trước (Trìnhbảy lại),,,,
BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG,,,,
11,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG > 11,11,"Tăng các khoản phải trả(không kể lãi vay phảiträ, thuế thu nhậpdoanh nghiệp phải nộp)",29.460.421,800.000,30.260.421,,29460421.0,800000.0,30260421.0
33,BẢO CẢO LƯU CHUYỀN TIÊN TỆ RIÊNG > 33,33,Tiền thu từ đi vay,36.656.453,(800.000),35.856.453,,36656453.0,-800000.0,35856453.0
