row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
,,,VND,VND,,
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,
- Công ty TNHH SX NLG Việt Nhật Vũng Áng,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH SX NLG Việt Nhật Vũng Áng,- Công ty TNHH SX NLG Việt Nhật Vũng Áng,12.581.416.202,12.882.541.582,12581416202.0,12882541582.0
- Công ty TNHH Tân Trường Phát,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Tân Trường Phát,- Công ty TNHH Tân Trường Phát,5.867.587.650,6.957.263.340,5867587650.0,6957263340.0
- Công ty TNHH Việt Nhật Chế biến gỗ và Dăm gỗ Dung Quất,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Việt Nhật Chế biến gỗ và Dăm gỗ Dung Quất,- Công ty TNHH Việt Nhật Chế biến gỗ và Dăm gỗ Dung Quất,9.707.464.000,-,9707464000.0,
- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,4.677.455.544,-,4677455544.0,
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,29.868.586.218,29.427.190.908,29868586218.0,29427190908.0
,,,62.702.509.614,49.266.995.830,62702509614.0,49266995830.0
b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,62.702.509.614,49.266.995.830,62702509614.0,49266995830.0
- Các khoản phải thu khách hàng ngắn hạn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng ngắn hạn,- Các khoản phải thu khách hàng ngắn hạn,62.702.509.614,49.266.995.830,62702509614.0,49266995830.0
- Các khoản phải thu khách hàng dài hạn,- Các khoản phải thu khách hàng dài hạn,- Các khoản phải thu khách hàng dài hạn,-,-,,
,,,62.702.509.614,49.266.995.830,62702509614.0,49266995830.0
