row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Dự phòngVND,01/01/2015 > Giá trịVND,01/01/2015 > Dự phòngVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Dự phòngVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về cổ phần hóa,a) Ngắn hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,6.920.010.743,-,6.729.451.706,-,6920010743.0,,6729451706.0,
- Phải thu về cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,6.607.092.502,-,3.765.480.098,-,6607092502.0,,3765480098.0,
"- Phải thu về lãi tiền gửi, tiền cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",22.326.064.875,-,18.975.678.984,-,22326064875.0,,18975678984.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",234.284.151,-,9.367.779.577,-,234284151.0,,9367779577.0,
- Tạm ứng,a) Ngắn hạn > - Tạm ứng,- Tạm ứng,7.703.237.195,-,7.847.734.719,-,7703237195.0,,7847734719.0,
- Phải thu các Công ty Lâm nghiệp về trồng rừng,a) Ngắn hạn > - Phải thu các Công ty Lâm nghiệp về trồng rừng,- Phải thu các Công ty Lâm nghiệp về trồng rừng,2.605.503.061,-,5.066.996.794,-,2605503061.0,,5066996794.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,2.480.208.464,-,1.387.126.096,-,2480208464.0,,1387126096.0,
,,,48.876.400.991,-,53.140.247.974,-,48876400991.0,,53140247974.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",4.156.580.351,-,1.902.694.483,-,4156580351.0,,1902694483.0,
- Phải thu tiền hợp tác đầu tư trồng rừng với hộ dân,b) Dài hạn > - Phải thu tiền hợp tác đầu tư trồng rừng với hộ dân,- Phải thu tiền hợp tác đầu tư trồng rừng với hộ dân,-,-,437.887.409,-,,,437887409.0,
- Phải thu tiền cho cán bộ công nhân vay không lãi,b) Dài hạn > - Phải thu tiền cho cán bộ công nhân vay không lãi,- Phải thu tiền cho cán bộ công nhân vay không lãi,-,-,16.000.000,-,,,16000000.0,
,,,4.156.580.351,-,2.356.581.892,-,4156580351.0,,2356581892.0,
