row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.204.479.540.599,1.045.987.968.164,,26.0,1204479540599.0,1045987968164.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,650.481.029,174.935.929,,27.0,650481029.0,174935929.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28,1.203.829.059.570,1.045.813.032.235,,28.0,1203829059570.0,1045813032235.0
11,11,11,4. Giá vốn hàng bán,29,1.128.529.403.316,963.790.978.853,,29.0,1128529403316.0,963790978853.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,75.299.656.254,82.022.053.382,,,75299656254.0,82022053382.0
21,21,21,6. Doanh thu hoạt động tài chính,30,259.702.874.836,248.867.493.087,,30.0,259702874836.0,248867493087.0
22,22,22,7. Chi phí tài chính,31,37.483.450.351,15.251.999.959,,31.0,37483450351.0,15251999959.0
23,23,23,Trong đó: Chi phí lãi vay,,3.321.946.743,5.381.144.158,,,3321946743.0,5381144158.0
25,25,25,8. Chi phí bán hàng,,57.453.150.496,44.460.499.572,,,57453150496.0,44460499572.0
26,26,26,9. Chi phí quản lý doanh nghiệp,,83.115.904.924,69.760.417.734,,,83115904924.0,69760417734.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,156.950.025.319,201.416.629.204,,,156950025319.0,201416629204.0
31,31,31,11. Thu nhập khác,32,3.610.702.495,28.038.918.121,,32.0,3610702495.0,28038918121.0
32,32,32,12. Chi phí khác,33,1.472.404.711,73.053.512.989,,33.0,1472404711.0,73053512989.0
40,40,40,13. Lợi nhuận khác,,2.138.297.784,(45.014.594.868),,,2138297784.0,-45014594868.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,159.088.323.103,156.402.034.336,,,159088323103.0,156402034336.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,34,209.951.395,423.004.259,,34.0,209951395.0,423004259.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,158.878.371.708,155.979.030.077,,,158878371708.0,155979030077.0
