row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,C. NỘ PHẢI TRẢ,,233.115.734.396,329.139.737.494,,,233115734396.0,329139737494.0
310,310,310,I. Nợ ngắn hạn,,193.909.983.331,265.627.986.368,,,193909983331.0,265627986368.0
311,311,311,1. Phải trả người bán ngắn hạn,16,79.182.241.086,35.893.378.150,,16.0,79182241086.0,35893378150.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,11.445.838.082,3.469.750.720,,,11445838082.0,3469750720.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,15.672.087.129,66.773.535.101,,17.0,15672087129.0,66773535101.0
314,314,314,4. Phải trả người lao động,,22.642.693.218,22.977.391.005,,,22642693218.0,22977391005.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,7.378.756.313,7.177.477.763,,18.0,7378756313.0,7177477763.0
318,318,318,8. Doanh thu chưa thực hiện ngắn hạn,20,2.309.648.326,1.660.213.991,,20.0,2309648326.0,1660213991.0
319,319,319,9. Phải trả ngắn hạn khác,19,9.836.163.610,10.519.039.128,,19.0,9836163610.0,10519039128.0
320,320,320,10. Vay và nợ thuê tài chính ngắn hạn,15,25.000.000.000,93.672.069.230,,15.0,25000000000.0,93672069230.0
321,321,321,11. Dự phòng phải trả ngắn hạn,21,5.763.215.667,783.522,,21.0,5763215667.0,783522.0
322,322,322,12. Quỹ khen thưởng phúc lợi,,14.679.339.900,23.484.347.758,,,14679339900.0,23484347758.0
330,330,330,II. Nợ dài hạn,,39.205.751.065,63.511.751.126,,,39205751065.0,63511751126.0
331,331,331,1. Phải trả người bán dài hạn,16,10.660.500,10.660.500,,16.0,10660500.0,10660500.0
337,337,337,7. Phải trả dài hạn khác,19,7.495.090.565,4.801.090.626,,19.0,7495090565.0,4801090626.0
338,338,338,8. Vay và nợ thuê tài chính dài hạn,15,31.700.000.000,56.700.000.000,,15.0,31700000000.0,56700000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.502.830.780.171,2.176.994.857.438,,,3502830780171.0,2176994857438.0
410,410,410,I. Vốn chủ sở hữu,22,3.502.668.350.920,2.176.835.913.414,,22.0,3502668350920.0,2176835913414.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.007.131.759.730,1.935.833.601.675,,,2007131759730.0,1935833601675.0
416,416,416,6. Chênh lệch đánh giá lại tài sản,23,1.257.554.322.375,-,,23.0,1257554322375.0,
418,418,418,8. Quỹ đầu tư phát triển,,237.982.268.815,190.318.757.303,,,237982268815.0,190318757303.0
419,419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,-,50.683.554.436,,,,50683554436.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,162.429.251,158.944.024,,,162429251.0,158944024.0
431,431,431,1. Nguồn kinh phí,24,162.429.251,158.944.024,,24.0,162429251.0,158944024.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,3.735.946.514.567,2.506.134.594.932,,,3735946514567.0,2506134594932.0
