row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.712.493.371.916√,1.490.636.768.778,,,,1490636768778.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,233.889.066.544√,51.168.854.869,,3.0,,51168854869.0
111,111,111,1. Tiền,,34.889.066.544√,20.921.969.926,,,,20921969926.0
112,112,112,2. Các khoản tương đương tiền,,199.000.000.000√,30.246.884.943,,,,30246884943.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,1.080.690.507.914,995.250.500.000,,4.0,1080690507914.0,995250500000.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,1.080.690.507.914√,995.250.500.000,,,,995250500000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,164.664.011.252,143.435.945.143,,,164664011252.0,143435945143.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,62.702.509.614√,49.266.995.830,,5.0,,49266995830.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,30.622.990.704√,40.090.253.029,,,,40090253029.0
135,135,135,5. Phải thu về cho vay ngắn hạn,06,22.146.180.274√,558.180.274,,6.0,,558180274.0
136,136,136,6. Phải thu ngắn hạn khác,07,48.876.400.991√,53.140.247.974,,7.0,,53140247974.0
139,139,139,8. Tài sản thiếu chờ xử lý,08,315.929.669√,380.268.036,,8.0,,380268036.0
140,140,140,IV. Hàng tồn kho,09,225.146.058.274,294.679.120.232,,9.0,225146058274.0,294679120232.0
141,141,141,1. Hàng tồn kho,,225.146.058.274√,295.117.503.537,,,,295117503537.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,-,(438.383.305),,,,-438383305.0
150,150,150,V. Tài sản ngắn hạn khác,,8.103.727.932,6.102.348.534,,,8103727932.0,6102348534.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,2.287.705.797√,804.112.584,,14.0,,804112584.0
152,152,152,2. Thuế GTGT được khấu trừ,,4.165.437.063√,4.820.074.567,,,,4820074567.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,1.650.585.072√,478.161.383,,17.0,,478161383.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.023.453.142.651√,1.015.497.826.154,,,,1015497826154.0
210,210,210,I. Các khoản phải thu dài hạn,,87.424.117.251√,88.590.529.892,,,,88590529892.0
215,215,215,5. Phải thu về cho vay dài hạn,06,83.267.536.900√,86.233.948.000,,6.0,,86233948000.0
216,216,216,6. Phải thu dài hạn khác,07,4.156.580.351√,2.356.581.892,,7.0,,2356581892.0
220,220,220,II. Tài sản cố định,,381.770.043.402√,351.165.421.452,,,,351165421452.0
221,221,221,1. Tài sản cố định hữu hình,11,357.571.609.058√,326.457.116.481,,11.0,,326457116481.0
222,222,222,- Nguyên giá,,759.887.676.213√,669.765.841.396,,,,669765841396.0
223,223,223,- Giá trị hao mòn luỹ kế,,(402.316.067.155),(343.308.724.915),,,-402316067155.0,-343308724915.0
227,227,227,3. Tài sản cố định vô hình,12,24.198.434.344√,24.708.304.971,,12.0,,24708304971.0
228,228,228,- Nguyên giá,,44.387.249.258√,43.218.514.258,,,,43218514258.0
229,229,229,- Giá trị hao mòn luỹ kế,,(20.188.814.914),(18.510.209.287),,,-20188814914.0,-18510209287.0
230,230,230,III. Bất động sản đầu tư,13,54.109.090.909,-,,13.0,54109090909.0,
231,231,231,- Nguyên giá,,54.109.090.909√,-,,,,
232,232,232,- Giá trị hao mòn luỹ kế,,-,-,,,,
240,232 > 240,240,IV. Tài sản dở dang dài hạn,10,12.287.046.775,106.238.182,,10.0,12287046775.0,106238182.0
242,232 > 242,242,2. Chỉ phí xây dựng cơ bản dở dang,,12.287.046.775√,106.238.182,,,,106238182.0
