row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,a) Phải trả người bán chi tiết theo nhà cung,,,,
- Blue Ocean Wood Inc,a) Phải trả người bán chi tiết theo nhà cung > - Blue Ocean Wood Inc,- Blue Ocean Wood Inc,24.811.745.870,24.811.745.870,-,-,24811745870.0,24811745870.0,,
- Tech Wood International Ltd,a) Phải trả người bán chi tiết theo nhà cung > - Tech Wood International Ltd,- Tech Wood International Ltd,15.543.572.784,15.543.572.784,-,-,15543572784.0,15543572784.0,,
- HardWood Partners Aps - Part of HValsoe Sawmill Ltd,a) Phải trả người bán chi tiết theo nhà cung > - HardWood Partners Aps - Part of HValsoe Sawmill Ltd,- HardWood Partners Aps - Part of HValsoe Sawmill Ltd,-,-,5.654.378.469,5.654.378.469,,,5654378469.0,5654378469.0
- Công ty TNHH AICA Đồng Nai,a) Phải trả người bán chi tiết theo nhà cung > - Công ty TNHH AICA Đồng Nai,- Công ty TNHH AICA Đồng Nai,7.736.522.509,7.736.522.509,5.434.171.153,5.434.171.153,7736522509.0,7736522509.0,5434171153.0,5434171153.0
- Công ty TNHH Công Nghệ Hóa chất Haein,a) Phải trả người bán chi tiết theo nhà cung > - Công ty TNHH Công Nghệ Hóa chất Haein,- Công ty TNHH Công Nghệ Hóa chất Haein,-,-,1.082.366.822,1.082.366.822,,,1082366822.0,1082366822.0
- Hợp tác xã Vận tải Đắk Pơ,a) Phải trả người bán chi tiết theo nhà cung > - Hợp tác xã Vận tải Đắk Pơ,- Hợp tác xã Vận tải Đắk Pơ,-,-,2.155.209.127,2.155.209.127,,,2155209127.0,2155209127.0
- Công ty TNHH Hóa Keo Kỹ Thuật,a) Phải trả người bán chi tiết theo nhà cung > - Công ty TNHH Hóa Keo Kỹ Thuật,- Công ty TNHH Hóa Keo Kỹ Thuật,3.074.855.710,3.074.855.710,-,-,3074855710.0,3074855710.0,,
- Phải trả các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,28.026.204.713,28.026.204.713,21.577.913.079,21.577.913.079,28026204713.0,28026204713.0,21577913079.0,21577913079.0
,,,79.192.901.586,79.192.901.586,35.904.038.650,35.904.038.650,79192901586.0,79192901586.0,35904038650.0,35904038650.0
b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,,,,
- Phải trả người bán ngắn hạn,b) Phải trả người bán chi tiết theo kỳ hạn > - Phải trả người bán ngắn hạn,- Phải trả người bán ngắn hạn,79.182.241.086,79.182.241.086,35.893.378.150,35.893.378.150,79182241086.0,79182241086.0,35893378150.0,35893378150.0
- Phải trả người bán dài hạn,b) Phải trả người bán chi tiết theo kỳ hạn > - Phải trả người bán dài hạn,- Phải trả người bán dài hạn,10.660.500,10.660.500,10.660.500,10.660.500,10660500.0,10660500.0,10660500.0,10660500.0
,,,79.192.901.586,79.192.901.586,35.904.038.650,35.904.038.650,79192901586.0,79192901586.0,35904038650.0,35904038650.0
