row_label_raw,row_label_full,col_0,Cuối năm,Tỷ lệ,Đầu năm,Tỷ lệ_1,numeric__Cuối năm,numeric__Tỷ lệ,numeric__Đầu năm,numeric__Tỷ lệ_1
,,,VND,%,VND,%,,,,
Vốn đầu tư của Nhà nước,Vốn đầu tư của Nhà nước,Vốn đầu tư của Nhà nước,2.007.131.759.730,100%,1.935.833.601.675,100%,2007131759730.0,1.0,1935833601675.0,1.0
,,,2.007.131.759.730,100,1.935.833.601.675,100,2007131759730.0,100.0,1935833601675.0,100.0
