row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Tổng cộng > VND,Tổng cộng > VND_1,Loại trừ nội bộ > VND,Loại trừ nội bộ > VND_1,Tổng cộng > VND_2,Tổng cộng > VND_3,Năm 2015 Văn phòng Tổng Công ty > VND,Năm 2015 Văn phòng Tổng Công ty > VND_1,Khách sạn Đồ Sơn > VND,Khách sạn Đồ Sơn > VND_1,Công ty Lâm sản Giáp Bát > VND,Công ty Lâm sản Giáp Bát > VND_1,Công ty Lâm nghiệp Hà Tinh > VND,Công ty Lâm nghiệp Hà Tinh > VND_1,Công ty Lâm nghiệp Thái Nguyên > VND,Công ty Lâm nghiệp Thái Nguyên > VND_1,CN-HCM > VND,CN-HCM > VND_1,Công ty MDF Gia Lai,numeric__CHỈ TIÊU,numeric__Tổng cộng > VND,numeric__Tổng cộng > VND_1,numeric__Loại trừ nội bộ > VND,numeric__Loại trừ nội bộ > VND_1,numeric__Tổng cộng > VND_2,numeric__Tổng cộng > VND_3,numeric__Năm 2015 Văn phòng Tổng Công ty > VND,numeric__Năm 2015 Văn phòng Tổng Công ty > VND_1,numeric__Khách sạn Đồ Sơn > VND,numeric__Khách sạn Đồ Sơn > VND_1,numeric__Công ty Lâm sản Giáp Bát > VND,numeric__Công ty Lâm sản Giáp Bát > VND_1,numeric__Công ty Lâm nghiệp Hà Tinh > VND,numeric__Công ty Lâm nghiệp Hà Tinh > VND_1,numeric__Công ty Lâm nghiệp Thái Nguyên > VND,numeric__Công ty Lâm nghiệp Thái Nguyên > VND_1,numeric__CN-HCM > VND,numeric__CN-HCM > VND_1,numeric__Công ty MDF Gia Lai
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,1.204.479.540.599,(56.459.827.650),1.260.939.368.249,932.050.043.459,2.732.786.951,23.893.509.648,57.252.887.650,6.802.708.809,,,,,,,,,238.207.431.732,,,,1204479540599.0,-56459827650.0,1260939368249.0,932050043459.0,2732786951.0,23893509648.0,57252887650.0,6802708809.0,,,,,,,,,238207431732.0,,
02,02,02,2. Các khoản giảm trừ doanh thu,650.481.029,,650.481.029,47.015.930,,,,,,,,,589.887.249,,,,13.577.850,,,,650481029.0,,650481029.0,47015930.0,,,,,,,,,589887249.0,,,,13577850.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.203.829.059.570,(56.459.827.650),1.260.288.887.220,932.003.027.529,2.732.786.951,23.893.509.648,57.252.887.650,6.212.821.560,,,,,,,,,238.193.853.882,,,,1203829059570.0,-56459827650.0,1260288887220.0,932003027529.0,2732786951.0,23893509648.0,57252887650.0,6212821560.0,,,,,,,,,238193853882.0,,
11,11,11,4. Giá vốn hàng bán,1.128.529.403.316,(57.246.286.482),1.185.775.689.798,906.519.051.249,3.013.093.600,21.344.261.547,56.016.210.655,3.396.645.295,,,,,,,,,195.486.427.452,,,,1128529403316.0,-57246286482.0,1185775689798.0,906519051249.0,3013093600.0,21344261547.0,56016210655.0,3396645295.0,,,,,,,,,195486427452.0,,
20,20,20,5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ,75.299.656.254,786.458.832,74.513.197.422,25.483.976.280,(280.306.649),2.549.248.101,1.236.676.995,2.816.176.265,,,,,,,,,42.707.426.430,,,,75299656254.0,786458832.0,74513197422.0,25483976280.0,-280306649.0,2549248101.0,1236676995.0,2816176265.0,,,,,,,,,42707426430.0,,
21,21,21,6. Doanh thu hoạt động tài chính,259.702.874.836,,259.702.874.836,258.692.879.602,598.596,128.015.112,33.789.497,15.581.233,3.732.811,,,,,,,,828.277.985,,,,259702874836.0,,259702874836.0,258692879602.0,598596.0,128015112.0,33789497.0,15581233.0,3732811.0,,,,,,,,828277985.0,,
22,22,22,7. Chi phí tài chính,35.270.942.017,,35.270.942.017,35.268.490.073,2.451.944,,,,,,,,,,,,,,,,35270942017.0,,35270942017.0,35268490073.0,2451944.0,,,,,,,,,,,,,,
23,23,23,Trong đó: Chi phí lãi way,1.109.438.409,,1.109.438.409,1.106.986.465,2.451.944,,,,,,,,,,,,,,,,1109438409.0,,1109438409.0,1106986465.0,2451944.0,,,,,,,,,,,,,,
24,24,24,8. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,24 > 25,25,9. Chi phí quản lý doanh nghiệp,57.453.150.496,,57.453.150.496,31.512.709.574,197.849.546,370.942.728,,,,,,,,,,,25.371.648.648,,,,57453150496.0,,57453150496.0,31512709574.0,197849546.0,370942728.0,,,,,,,,,,,25371648648.0,,
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kính doanh,156.950.025.319,786.458.832,156.163.566.487,149.814.230.466,(1.105.567.582),(386.950.349),41.012.054,417.197.927,(7.522.820),,,,,,,,7.391.166.791,,,,156950025319.0,786458832.0,156163566487.0,149814230466.0,-1105567582.0,-386950349.0,41012054.0,417197927.0,-7522820.0,,,,,,,,7391166791.0,,
