row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
311,311,311,Vay và nợ ngắn hạn,93.672.069.230,320,Vay và nợ thuê tài chính ngắn hạn,93.672.069.230,-,,93672069230.0,320.0,,93672069230.0,
312,312,312,Phải trả người bán,35.893.378.150,311,Phải trả người bán ngắn hạn,35.893.378.150,-,,35893378150.0,311.0,,35893378150.0,
313,313,313,Người mua trả tiền trước,3.469.750.720,312,Người mua trả tiền trước ngắn hạn,3.469.750.720,-,,3469750720.0,312.0,,3469750720.0,
314,314,314,Thuế và các khoản phải nộp Nhà nước,66.773.535.101,313,Thuế và các khoản phải nộp Nhà nước,66.773.535.101,-,,66773535101.0,313.0,,66773535101.0,
315,315,315,Phải trả người lao động,22.977.391.005,314,Phải trả người lao động,22.977.391.005,-,,22977391005.0,314.0,,22977391005.0,
316,316,316,Chi phí phải trả,7.177.477.763,315,Chi phí phải trả ngắn hạn,7.177.477.763,-,,7177477763.0,315.0,,7177477763.0,
319,319,319,"Các khoản phải trả, phải nộp khác",10.519.039.128,319,Phải trả ngắn hạn khác,10.519.039.128,-,,10519039128.0,319.0,,10519039128.0,
323,323,323,"Quỹ khen thưởng, phúc lợi",23.484.347.758,322,"Quỹ khen thưởng, phúc lợi",23.484.347.758,-,,23484347758.0,322.0,,23484347758.0,
333,333,333,Phải trả dài hạn khác,6.801.090.626,337,Phải trả dài hạn khác,6.801.090.626,-,,6801090626.0,337.0,,6801090626.0,
334,334,334,Vay và nợ dài hạn,56.700.000.000,338,Vay và nợ thuê tài chính dài hạn,56.700.000.000,-,,56700000000.0,338.0,,56700000000.0,
411,411,411,Vốn đầu tư của chủ sở hữu,1.935.833.601.675,411,Vốn góp của chủ sở hữu,1.935.833.601.675,-,,1935833601675.0,411.0,,1935833601675.0,
,,,,-,411a,Cổ đông phố thông có quyền biểu quyết,-,-,,,,,,
414,414,414,Cổ phiếu quỹ,-,415,Cổ phiếu quỹ,-,-,,,415.0,,,
417,417,417,Quỹ đầu tư phát triển,190.318.757.303,418,Quỹ đầu tư phát triển,190.318.757.303,-,,190318757303.0,418.0,,190318757303.0,
418,418,418,Quỹ dự phòng tài chính,-,,,,-,,,,,,
420,418 > 420,420,Lợi nhuận sau thuế chưa phân phối,-,421,Lợi nhuận sau thuế chưa phân phối,-,-,,,421.0,,,
,,,,-,421a,LNST chưa phân phối lũy kế đến cuối năm trước,-,-,,,,,,
,,,,-,421b,LNST chưa phân phối kỳ này,-,-,,,,,,
,,,b/ Báo cáo Kết quả hoạt động kinh doanh,,,b/ Báo cáo Kết quả hoạt động kinh doanh,,,,,,,,
24,418 > 24,24,Chi phí bán hàng,44.460.499.572,25,Chi phí bán hàng,44.460.499.572,-,,44460499572.0,25.0,,44460499572.0,
25,418 > 25,25,Chi phí quản lý doanh nghiệp,69.760.417.734,26,Chi phí quản lý doanh nghiệp,69.760.417.734,-,,69760417734.0,26.0,,69760417734.0,
