row_label_raw,row_label_full,- Công ty CP Cờ Đỏ (1),10.046.973.088,-,3.255.300.000,col_4,numeric__10.046.973.088,numeric__-,numeric__3.255.300.000,numeric__col_4
- Công ty CP Formach (1),- Công ty CP Formach (1),- Công ty CP Formach (1),4.155.164.541,-,3.624.100.000,,4155164541.0,,3624100000.0,
- Công ty CP Gỗ lạng Buôn Ma Thuột (1),- Công ty CP Gỗ lạng Buôn Ma Thuột (1),- Công ty CP Gỗ lạng Buôn Ma Thuột (1),2.494.886.401,-,1.200.000.000,,2494886401.0,,1200000000.0,
- Công ty CP Kon Hà Nùng (1),- Công ty CP Kon Hà Nùng (1),- Công ty CP Kon Hà Nùng (1),1.917.617.457,-,1.800.000.000,,1917617457.0,,1800000000.0,
- Công ty CP Lâm đặc sản Mây tre xuất khẩu (1),- Công ty CP Lâm đặc sản Mây tre xuất khẩu (1),- Công ty CP Lâm đặc sản Mây tre xuất khẩu (1),1.069.740.417,-,910.000.000,,1069740417.0,,910000000.0,
- Công ty CP Lâm nghiệp 19 (1),- Công ty CP Lâm nghiệp 19 (1),- Công ty CP Lâm nghiệp 19 (1),6.728.076.185,-,4.275.000.000,,6728076185.0,,4275000000.0,
- Công ty CP Lâm nghiệp Miền Đông (1),- Công ty CP Lâm nghiệp Miền Đông (1),- Công ty CP Lâm nghiệp Miền Đông (1),4.631.636.837,-,2.700.000.000,,4631636837.0,,2700000000.0,
- Công ty CP Lâm sản Forprodex,- Công ty CP Lâm sản Forprodex,- Công ty CP Lâm sản Forprodex,2.697.750.000,(2.384.996.715),2.697.750.000,(1.524.760.074),2697750000.0,-2384996715.0,2697750000.0,-1524760074.0
- Công ty CP Sản xuất & XNK Lâm sản Naforimex Hà Nội (1),- Công ty CP Sản xuất & XNK Lâm sản Naforimex Hà Nội (1),- Công ty CP Sản xuất & XNK Lâm sản Naforimex Hà Nội (1),1.361.947.716,-,1.080.000.000,,1361947716.0,,1080000000.0,
- Công ty CP Thương mại Lâm sản Hà Nội,- Công ty CP Thương mại Lâm sản Hà Nội,- Công ty CP Thương mại Lâm sản Hà Nội,5.400.000.000,(5.400.000.000),5.400.000.000,(5.400.000.000),5400000000.0,-5400000000.0,5400000000.0,-5400000000.0
- Công ty CP Vinafor Cần Thơ (2),- Công ty CP Vinafor Cần Thơ (2),- Công ty CP Vinafor Cần Thơ (2),-,-,2.952.000.000,(1.672.769.407),,,2952000000.0,-1672769407.0
- Công ty CP Vinafor Quảng Trị (3),- Công ty CP Vinafor Quảng Trị (3),- Công ty CP Vinafor Quảng Trị (3),-,-,1.050.000.000,,,,1050000000.0,
- Công ty CP Xuất nhập khẩu Lâm nông sản Sài Gòn (1),- Công ty CP Xuất nhập khẩu Lâm nông sản Sài Gòn (1),- Công ty CP Xuất nhập khẩu Lâm nông sản Sài Gòn (1),2.968.879.129,-,2.400.000.000,,2968879129.0,,2400000000.0,
- Công ty CP Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam,- Công ty CP Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam,- Công ty CP Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam,920.000.000,(558.391.976),920.000.000,(644.641.976),920000000.0,-558391976.0,920000000.0,-644641976.0
