row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,01/01/2015,01/01/2015_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__01/01/2015,numeric__01/01/2015_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,298.874.658.557,(12.355.810.753),205.162.709.744,(14.579.882.347),298874658557.0,-12355810753.0,205162709744.0,-14579882347.0
- Công ty TNHH MTV Lâm nghiệp Ba Tơ (1),- Công ty TNHH MTV Lâm nghiệp Ba Tơ (1),- Công ty TNHH MTV Lâm nghiệp Ba Tơ (1),29.527.310.443,-,21.000.000.000,,29527310443.0,,21000000000.0,
- Công ty TNHH MTV Lâm nghiệp Hòa Bình (1),- Công ty TNHH MTV Lâm nghiệp Hòa Bình (1),- Công ty TNHH MTV Lâm nghiệp Hòa Bình (1),46.164.089.444,-,35.131.311.485,,46164089444.0,,35131311485.0,
- Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (1),- Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (1),- Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (1),72.466.889.364,-,25.618.653.965,,72466889364.0,,25618653965.0,
- Công ty TNHH MTV Lâm nghiệp Sóc Trăng (2),- Công ty TNHH MTV Lâm nghiệp Sóc Trăng (2),- Công ty TNHH MTV Lâm nghiệp Sóc Trăng (2),-,-,35.430.000.000,,,,35430000000.0,
- Công ty TNHH MTV Lâm nghiệp Đông Bắc (1),- Công ty TNHH MTV Lâm nghiệp Đông Bắc (1),- Công ty TNHH MTV Lâm nghiệp Đông Bắc (1),21.389.126.419,-,18.537.257.194,(6.439.885.088),21389126419.0,,18537257194.0,-6439885088.0
- Công ty CP An Bình (3),- Công ty CP An Bình (3),- Công ty CP An Bình (3),-,-,1.785.000.000,,,,1785000000.0,
- Công ty CP Cẩm Hà (1),- Công ty CP Cẩm Hà (1),- Công ty CP Cẩm Hà (1),15.588.829.406,-,13.872.000.000,,15588829406.0,,13872000000.0,
- Công ty CP Giống Lâm nghiệp vùng Bắc Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Bắc Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Bắc Bộ (1),1.715.637.386,-,1.676.930.000,,1715637386.0,,1676930000.0,
- Công ty CP Giống Lâm nghiệp vùng Nam Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Nam Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Nam Bộ (1),6.207.407.559,-,5.100.000.000,,6207407559.0,,5100000000.0,
- Công ty CP Giống Lâm nghiệp vùng Nam Trung Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Nam Trung Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Nam Trung Bộ (1),1.165.809.528,-,1.139.000.000,,1165809528.0,,1139000000.0,
- Công ty CP Long Bình (1),- Công ty CP Long Bình (1),- Công ty CP Long Bình (1),5.929.312.234,-,5.570.000.000,,5929312234.0,,5570000000.0,
- Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,- Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,- Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,3.378.665.100,-,3.378.665.100,(3.378.665.100),3378665100.0,,3378665100.0,-3378665100.0
- Công ty CP Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn (1),- Công ty CP Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn (1),- Công ty CP Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn (1),14.278.249.870,-,12.406.660.000,,14278249870.0,,12406660000.0,
- Công ty CP Vinafor Đà Nẵng (1),- Công ty CP Vinafor Đà Nẵng (1),- Công ty CP Vinafor Đà Nẵng (1),13.612.997.961,-,10.296.000.000,,13612997961.0,,10296000000.0,
- Công ty CP Giống Lâm nghiệp vùng Bắc Trung Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Bắc Trung Bộ (1),- Công ty CP Giống Lâm nghiệp vùng Bắc Trung Bộ (1),2.638.738.897,-,2.063.500.000,,2638738897.0,,2063500000.0,
- Công ty CP Giống Lâm nghiệp vùng Tây Nguyên (1),- Công ty CP Giống Lâm nghiệp vùng Tây Nguyên (1),- Công ty CP Giống Lâm nghiệp vùng Tây Nguyên (1),1.360.179.628,-,1.130.670.000,,1360179628.0,,1130670000.0,
- Công ty CP Giống Lâm nghiệp vùng Đông Bắc,- Công ty CP Giống Lâm nghiệp vùng Đông Bắc,- Công ty CP Giống Lâm nghiệp vùng Đông Bắc,1.083.000.000,(586.327.543),1.083.000.000,(636.154.930),1083000000.0,-586327543.0,1083000000.0,-636154930.0
- Công ty CP Vinafor Vinh (1),- Công ty CP Vinafor Vinh (1),- Công ty CP Vinafor Vinh (1),1.871.595.164,-,1.580.200.000,,1871595164.0,,1580200000.0,
