row_label_raw,row_label_full,col_0,Quỹ khen thưởng,Quỹ phúc lợi,Cộng,numeric__Quỹ khen thưởng,numeric__Quỹ phúc lợi,numeric__Cộng
Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,19.279.319.286,6.840.365.682,26.119.684.968,19279319286.0,6840365682.0,26119684968.0
Chỉ quỹ trong năm,Chỉ quỹ trong năm,Chỉ quỹ trong năm,(7.157.500.000),(4.568.350.954),(11.725.850.954),-7157500000.0,-4568350954.0,-11725850954.0
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,12.121.819.286,2.272.014.728,14.393.834.014,12121819286.0,2272014728.0,14393834014.0
