row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,193.442.675.905,244.613.747.753,193442675905.0,244613747753.0
Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,1.285.342.364,1.286.770.429,1285342364.0,1286770429.0
Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,168.420.093,15.699.083.901,168420093.0,15699083901.0
Công ty Cổ phần Sông Đà 9,Công ty Cổ phần Sông Đà 9,Công ty Cổ phần Sông Đà 9,193.860.000,,193860000.0,
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,13.755.883.496,520.007.987,13755883496.0,520007987.0
Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,125.496.113,125.496.113,125496113.0,125496113.0
Công ty Cổ phần Phòng cháy chữa cháy và Đầu tưXây dựng Sông Đà,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tưXây dựng Sông Đà,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tưXây dựng Sông Đà,39.069.000,39.069.000,39069000.0,39069000.0
Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A,Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A,Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A,52.548.450,33.793.200,52548450.0,33793200.0
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,159.390.000,159.390.000,159390000.0,159390000.0
Công ty TNHH Một thành viên Hạ tầng Sông Đà,Công ty TNHH Một thành viên Hạ tầng Sông Đà,Công ty TNHH Một thành viên Hạ tầng Sông Đà,173.183.933.118,222.271.403.852,173183933118.0,222271403852.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,51.435.000,51.435.000,51435000.0,51435000.0
Công ty TNHH MTV Công trình Giao thông Sông Đà,Công ty TNHH MTV Công trình Giao thông Sông Đà,Công ty TNHH MTV Công trình Giao thông Sông Đà,13.200.000,13.200.000,13200000.0,13200000.0
Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,4.414.098.271,4.414.098.271,4414098271.0,4414098271.0
Phải trả các đơn vị và cá nhân khác,Phải trả các đơn vị và cá nhân khác,Phải trả các đơn vị và cá nhân khác,951.807.378.446,691.840.878.580,951807378446.0,691840878580.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,458.788.959,554.229.391,458788959.0,554229391.0
"Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp","Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp","Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp",589.107.885,492.797.975,589107885.0,492797975.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",21.657.976.820,15.443.125.102,21657976820.0,15443125102.0
Các quỹ tự nguyện,Các quỹ tự nguyện,Các quỹ tự nguyện,22.269.757.219,23.288.614.000,22269757219.0,23288614000.0
Lãi vay NIB,Lãi vay NIB,Lãi vay NIB,,8.702.906.204,,8702906204.0
Lãi vay và các khoản phải trả Bộ Tài chính,Lãi vay và các khoản phải trả Bộ Tài chính,Lãi vay và các khoản phải trả Bộ Tài chính,370.755.500.517,121.203.333.894,370755500517.0,121203333894.0
Phải trả về cổ phần hoá,Phải trả về cổ phần hoá,Phải trả về cổ phần hoá,901.280.000,901.280.000,901280000.0,901280000.0
Các khoản chờ quyết toán cổ phần hóa,Các khoản chờ quyết toán cổ phần hóa,Các khoản chờ quyết toán cổ phần hóa,475.244.873.145,475.244.873.145,475244873145.0,475244873145.0
Phải trả về TSCĐ không cần dùng chờ bản giao,Phải trả về TSCĐ không cần dùng chờ bản giao,Phải trả về TSCĐ không cần dùng chờ bản giao,,9.787.915.164,,9787915164.0
Phải trả Công ty Mua bán nợ - DATC,Phải trả Công ty Mua bán nợ - DATC,Phải trả Công ty Mua bán nợ - DATC,1.947.947.214,1.695.454.546,1947947214.0,1695454546.0
Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,57.982.146.687,34.526.349.159,57982146687.0,34526349159.0
Cộng,Cộng,Cộng,1.145.250.054.351,936.454.626.333,1145250054351.0,936454626333.0
