row_label_raw,row_label_full,Tại ngày 31/12/2018,Tổng nợ > Tại ngày 31/12/2018,Từ 1 nămtrở xuống > Tại ngày 31/12/2018,Trên 1 nămđến 5 năm > Tại ngày 31/12/2018,Trên 5 năm > Tại ngày 31/12/2018,numeric__Tổng nợ > Tại ngày 31/12/2018,numeric__Từ 1 nămtrở xuống > Tại ngày 31/12/2018,numeric__Trên 1 nămđến 5 năm > Tại ngày 31/12/2018,numeric__Trên 5 năm > Tại ngày 31/12/2018
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,3.229.388.246.196,755.608.635.678,2.473.779.610.518,,3229388246196.0,755608635678.0,2473779610518.0,
Vay dài hạncác tổ chức khác,Vay dài hạncác tổ chức khác,Vay dài hạncác tổ chức khác,615.569.874.728,615.569.874.728,,,615569874728.0,615569874728.0,,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.146.531.178.832,,1.146.531.178.832,,1146531178832.0,,1146531178832.0,
Cộng,Cộng,Cộng,4.991.489.299.756,1.371.178.510.406,3.620.310.789.350,,4991489299756.0,1371178510406.0,3620310789350.0,
Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,,,,
Vay dài hạn ngân hàng,Tại ngày 06/4/2018 > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,3.667.243.152.649,916.571.937.508,687.788.444.978,2.062.882.770.163,3667243152649.0,916571937508.0,687788444978.0,2062882770163.0
Vay dài hạncác tổ chức khác,Tại ngày 06/4/2018 > Vay dài hạncác tổ chức khác,Vay dài hạncác tổ chức khác,1.012.168.497.715,1.012.168.497.715,,,1012168497715.0,1012168497715.0,,
Trái phiếu thường,Tại ngày 06/4/2018 > Trái phiếu thường,Trái phiếu thường,1.141.463.751.825,,1.141.463.751.825,,1141463751825.0,,1141463751825.0,
Cộng,Tại ngày 06/4/2018 > Cộng,Cộng,5.820.875.402.189,1.928.740.435.223,1.829.252.196.803,2.062.882.770.163,5820875402189.0,1928740435223.0,1829252196803.0,2062882770163.0
