row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Trả trước của các bên liên quan,Trả trước của các bên liên quan,Trả trước của các bên liên quan,45.370.646.592,36.846.852.488,45370646592.0,36846852488.0
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,60.000.000,60.000.000,60000000.0,60000000.0
Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,580.083.678,580.083.678,580083678.0,580083678.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,200.000.000,200.000.000,200000000.0,200000000.0
Công ty TNHH Điện Xekaman1,Công ty TNHH Điện Xekaman1,Công ty TNHH Điện Xekaman1,22.171.254.431,13.647.460.327,22171254431.0,13647460327.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,22.359.308.483,22.359.308.483,22359308483.0,22359308483.0
Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,12.974.296.567,15.503.704.618,12974296567.0,15503704618.0
Ban quản lý Dự án thủy điện 4,Ban quản lý Dự án thủy điện 4,Ban quản lý Dự án thủy điện 4,2.233.353.000,2.233.353.000,2233353000.0,2233353000.0
Ban Quản lý Dự án Đầu tư Xây dựng Công trình Nhà Quốc Hội,Ban Quản lý Dự án Đầu tư Xây dựng Công trình Nhà Quốc Hội,Ban Quản lý Dự án Đầu tư Xây dựng Công trình Nhà Quốc Hội,2.771.963.165,2.771.963.165,2771963165.0,2771963165.0
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,6.194.880.000,6.194.880.000,6194880000.0,6194880000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.774.100.402,4.303.508.453,1774100402.0,4303508453.0
Cộng,Cộng,Cộng,58.344.943.159,52.350.557.106,58344943159.0,52350557106.0
