row_label_raw,row_label_full,col_0,Tại ngày06/4/2018,Chênh lệch tỷ giácuối năm,Số tiền vay đãtrả trong năm,Kết chuyển sangvay và nợ ngắn hạn,Phân bổ chi phíphát hành Tráiphiếu,Tại ngày31/12/2018,numeric__Tại ngày06/4/2018,numeric__Chênh lệch tỷ giácuối năm,numeric__Số tiền vay đãtrả trong năm,numeric__Kết chuyển sangvay và nợ ngắn hạn,numeric__Phân bổ chi phíphát hành Tráiphiếu,numeric__Tại ngày31/12/2018
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,2.750.671.215.141,31.934.886.394,304.721.231,308.521.769.786,,2.473.779.610.518,2750671215141.0,31934886394.0,304721231.0,308521769786.0,,2473779610518.0
Ngân hàng NIB,Ngân hàng NIB,Ngân hàng NIB,201.092.856.499,(10.307.142.824),,114.471.131.671,,76.314.582.004,201092856499.0,-10307142824.0,,114471131671.0,,76314582004.0
Ngân hàng Natixis,Ngân hàng Natixis,Ngân hàng Natixis,166.510.285.621,,,166.510.285.621,,,166510285621.0,,,166510285621.0,,
Vay ADB - vay thông thường,Vay ADB - vay thông thường,Vay ADB - vay thông thường,2.305.698.662.967,40.875.813.462,,24.263.294.289,,2.322.311.182.140,2305698662967.0,40875813462.0,,24263294289.0,,2322311182140.0
Vay ADB - vay đặc biệt,Vay ADB - vay đặc biệt,Vay ADB - vay đặc biệt,77.369.410.054,1.366.215.756,304.721.231,3.277.058.205,,75.153.846.374,77369410054.0,1366215756.0,304721231.0,3277058205.0,,75153846374.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.141.463.751.825,,,,(5.067.427.007),1.146.531.178.832,1141463751825.0,,,,-5067427007.0,1146531178832.0
Mệnh giá,Mệnh giá,Mệnh giá,1.160.000.000.000,,,,,1.160.000.000.000,1160000000000.0,,,,,1160000000000.0
Phí phát hành,Phí phát hành,Phí phát hành,(18.536.248.175),,,,(5.067.427.007),(13.468.821.168),-18536248175.0,,,,-5067427007.0,-13468821168.0
Cộng,Cộng,Cộng,3.892.134.966.966,31.934.886.394,304.721.231,308.521.769.786,(5.067.427.007),3.620.310.789.350,3892134966966.0,31934886394.0,304721231.0,308521769786.0,-5067427007.0,3620310789350.0
