row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.299.168.476.355,2.098.927.868.715,,1.0,,1299168476355.0,2098927868715.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.299.168.476.355,2.098.927.868.715,,10.0,,1299168476355.0,2098927868715.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,1.237.261.621.823,2.005.783.514.128,,11.0,,1237261621823.0,2005783514128.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,61.906.854.532,93.144.354.587,,20.0,,61906854532.0,93144354587.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,512.339.245.984,571.095.903.766,,21.0,,512339245984.0,571095903766.0
7.,7.,7.,Chi phí tài chính,22,VI.4,438.011.644.719,422.614.095.231,,22.0,,438011644719.0,422614095231.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,225.909.424.240,379.648.845.368,,23.0,,225909424240.0,379648845368.0
8.,8.,8.,Chi phí bán hàng,25,,-,-,,25.0,,,
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.5,111.098.620.845,74.347.135.834,,26.0,,111098620845.0,74347135834.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,25.135.834.952,167.279.027.288,,30.0,,25135834952.0,167279027288.0
11.,11.,11.,Thu nhập khác,31,VI.6,2.188.039.273,4.244.229.352,,31.0,,2188039273.0,4244229352.0
12.,12.,12.,Chi phí khác,32,VI.7,4.948.464.706,3.264.359.185,,32.0,,4948464706.0,3264359185.0
13.,13.,13.,Lợi nhuận khác,40,,(2.760.425.433),979.870.167,,40.0,,-2760425433.0,979870167.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,22.375.409.519,168.258.897.455,,50.0,,22375409519.0,168258897455.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,-,-,,51.0,,,
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,22.375.409.519,168.258.897.455,,60.0,,22375409519.0,168258897455.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,VI.8,-,-,,70.0,,,
19.,19.,19.,Lãi suy giảm trên cổ phiếu,71,VI.8,-,-,,71.0,,,
