row_label_raw,row_label_full,col_0,Thời gian quá hạn,Giá gốc,Dự phòng,numeric__Thời gian quá hạn,numeric__Giá gốc,numeric__Dự phòng
Tổng công ty Cổ phần Sông Hồng - cổ tức,Tổng công ty Cổ phần Sông Hồng - cổ tức,Tổng công ty Cổ phần Sông Hồng - cổ tức,trên 3 năm,19.763.178.000,19.763.178.000,,19763178000.0,19763178000.0
Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,trên 3 năm,18.894.343.754,18.894.343.754,,18894343754.0,18894343754.0
Hiệp hội Đầu tư Xây dựng Năng Lượng Việt nam,Hiệp hội Đầu tư Xây dựng Năng Lượng Việt nam,Hiệp hội Đầu tư Xây dựng Năng Lượng Việt nam,trên 3 năm,3.122.520.000,3.122.520.000,,3122520000.0,3122520000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,trên 3 năm,17.355.595.899,17.355.595.899,,17355595899.0,17355595899.0
Cộng,Cộng,Cộng,,59.135.637.653,59.135.637.653,,59135637653.0,59135637653.0
