row_label_raw,row_label_full,col_0,Tại ngày 06/4/2018 > Phải nộp,Tại ngày 06/4/2018 > Phải thu,Số phát sinh trong năm > Số phải nộp trong năm,Số phát sinh trong năm > Số đã nộp trong năm,Số phát sinh trong năm > Giảm khác,Tại ngày 31/12/2018 > Phải nộp,Tại ngày 31/12/2018 > Phải thu,numeric__Tại ngày 06/4/2018 > Phải nộp,numeric__Tại ngày 06/4/2018 > Phải thu,numeric__Số phát sinh trong năm > Số phải nộp trong năm,numeric__Số phát sinh trong năm > Số đã nộp trong năm,numeric__Số phát sinh trong năm > Giảm khác,numeric__Tại ngày 31/12/2018 > Phải nộp,numeric__Tại ngày 31/12/2018 > Phải thu
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,1.043.132.225,,3.789.034.355,(595.138.015),(920.916.101),3.316.112.464,,1043132225.0,,3789034355.0,-595138015.0,-920916101.0,3316112464.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,20.939.121.929,,,(20.939.121.929),,,,20939121929.0,,,-20939121929.0,,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,431.553.692,11.017.365,673.131.003,(353.069.078),,751.615.617,11.017.365,431553692.0,11017365.0,673131003.0,-353069078.0,,751615617.0,11017365.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,1.682.231.647,,3.490.739.966,(4.444.334.242),,728.637.371,,1682231647.0,,3490739966.0,-4444334242.0,,728637371.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,124.385.634,,2.000.000,(5.000.000),,121.385.634,,124385634.0,,2000000.0,-5000000.0,,121385634.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",17.996.977.891,,1.249.789.330,(18.684.653.801),,562.113.420,,17996977891.0,,1249789330.0,-18684653801.0,,562113420.0,
Lợi nhuận còn lại nộp về ngân sách,Lợi nhuận còn lại nộp về ngân sách,Lợi nhuận còn lại nộp về ngân sách,139.065.281.085,,-,(42.299.028.734),,96.766.252.351,,139065281085.0,,,-42299028734.0,,96766252351.0,
Cộng,Cộng,Cộng,181.282.684.103,11.017.365,9.204.694.654,(87.320.345.799),(920.916.101),102.246.116.857,11.017.365,181282684103.0,11017365.0,9204694654.0,-87320345799.0,-920916101.0,102246116857.0,11017365.0
