row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,880.224.654.732,833.170.104.719,880224654732.0,833170104719.0
Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,Công ty Cổ phần Sông Đà 4,1.748.824.313,1.558.612.690,1748824313.0,1558612690.0
Công ty Cổ phần Thủy điện Cần Đơn,Công ty Cổ phần Thủy điện Cần Đơn,Công ty Cổ phần Thủy điện Cần Đơn,2.914.707.188,2.597.674.109,2914707188.0,2597674109.0
Công ty Cổ phần Cơ khí lắp máy Sông Đà,Công ty Cổ phần Cơ khí lắp máy Sông Đà,Công ty Cổ phần Cơ khí lắp máy Sông Đà,2.027.453.211,2.027.453.211,2027453211.0,2027453211.0
Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,873.533.670.020,826.986.364.709,873533670020.0,826986364709.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,2.077.230.423.132,2.653.937.697.876,2077230423132.0,2653937697876.0
Công ty Cổ phần Xi măng Hạ Long - vay vốn lưu động,Công ty Cổ phần Xi măng Hạ Long - vay vốn lưu động,Công ty Cổ phần Xi măng Hạ Long - vay vốn lưu động,977.009.156.984,977.009.156.984,977009156984.0,977009156984.0
Công ty Cổ phần Xi măng Hạ Long - cho vay lại (*),Công ty Cổ phần Xi măng Hạ Long - cho vay lại (*),Công ty Cổ phần Xi măng Hạ Long - cho vay lại (*),1.061.512.960.765,1.638.563.492.972,1061512960765.0,1638563492972.0
Tổng công ty Xây dựng và Phát triển Hạ tầng (*),Tổng công ty Xây dựng và Phát triển Hạ tầng (*),Tổng công ty Xây dựng và Phát triển Hạ tầng (*),23.608.305.383,23.265.047.920,23608305383.0,23265047920.0
Viện Kinh tế Xây dựng,Viện Kinh tế Xây dựng,Viện Kinh tế Xây dựng,100.000.000,100.000.000,100000000.0,100000000.0
Công ty Cổ phần Thủy Điện Sử Pán 2,Công ty Cổ phần Thủy Điện Sử Pán 2,Công ty Cổ phần Thủy Điện Sử Pán 2,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Cộng,Cộng,Cộng,2.957.455.077.864,3.487.107.802.595,2957455077864.0,3487107802595.0
