row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
dựng Sông Đà,dựng Sông Đà,dựng Sông Đà,dựng Sông Đà,dựng Sông Đà,,
Công ty Cổ phần Tư vấn Sông Đà,dựng Sông Đà > Công ty Cổ phần Tư vấn Sông Đà,Công ty Cổ phần Tư vấn Sông Đà,917.078.578,848.580.685,917078578.0,848580685.0
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,dựng Sông Đà > Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,46.342.475.446,37.594.858.522,46342475446.0,37594858522.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,dựng Sông Đà > Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,,1.686.641.000,,1686641000.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,dựng Sông Đà > Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,,355.110.549,,355110549.0
Công ty TNHH MTV Sông Đà 11 Thăng Long,dựng Sông Đà > Công ty TNHH MTV Sông Đà 11 Thăng Long,Công ty TNHH MTV Sông Đà 11 Thăng Long,2.000.000.000,815.619.512,2000000000.0,815619512.0
Trả trước cho người bán khác,dựng Sông Đà > Trả trước cho người bán khác,Trả trước cho người bán khác,59.561.046.577,57.738.578.683,59561046577.0,57738578683.0
Công ty Cổ phần Bạch Đằng 10,dựng Sông Đà > Công ty Cổ phần Bạch Đằng 10,Công ty Cổ phần Bạch Đằng 10,9.225.966.125,9.225.966.125,9225966125.0,9225966125.0
Tổng Công ty Lắp máy Việt Nam (LILAMA),dựng Sông Đà > Tổng Công ty Lắp máy Việt Nam (LILAMA),Tổng Công ty Lắp máy Việt Nam (LILAMA),2.335.146.896,2.335.146.896,2335146896.0,2335146896.0
Công ty Cổ phần Đầu tư Xây dựng Đức Thịnh,dựng Sông Đà > Công ty Cổ phần Đầu tư Xây dựng Đức Thịnh,Công ty Cổ phần Đầu tư Xây dựng Đức Thịnh,3.325.874.568,3.713.730.688,3325874568.0,3713730688.0
Công ty Cổ phần Đầu tư và Thương mại sông Đà,dựng Sông Đà > Công ty Cổ phần Đầu tư và Thương mại sông Đà,Công ty Cổ phần Đầu tư và Thương mại sông Đà,3.550.832.842,3.542.825.069,3550832842.0,3542825069.0
Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,dựng Sông Đà > Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,13.702.950.000,13.702.950.000,13702950000.0,13702950000.0
Công ty TNHH MTV Thí nghiệm điện Miền Trung,dựng Sông Đà > Công ty TNHH MTV Thí nghiệm điện Miền Trung,Công ty TNHH MTV Thí nghiệm điện Miền Trung,1.897.744.626,5.673.121.824,1897744626.0,5673121824.0
Công ty Cổ phần SbTech,dựng Sông Đà > Công ty Cổ phần SbTech,Công ty Cổ phần SbTech,8.713.025.756,8.713.025.756,8713025756.0,8713025756.0
Các nhà cung cấp khác,dựng Sông Đà > Các nhà cung cấp khác,Các nhà cung cấp khác,16.809.505.764,10.831.812.325,16809505764.0,10831812325.0
Cộng,dựng Sông Đà > Cộng,Cộng,117.623.999.596,107.737.990.851,117623999596.0,107737990851.0
