row_label_raw,row_label_full,STT,Công ty,Mối quan hệ,31/12/2020VND,01/01/2020VND,numeric__Công ty,numeric__Mối quan hệ,numeric__31/12/2020VND,numeric__01/01/2020VND
1,1,1,Công ty CP Đầu tư Dũng Tâm,,,,,,,
1,1 > 1,1,- Phải thu khách hàng,,979.210,-,,,979210.0,
2,2,2,Công ty CP FIT Cosmetics,Công ty liên kết,,,,,,
2,2 > 2,2,- Phải thu Hợp tác đầu tư,,8.475.000.000,42.500.000.000,,,8475000000.0,42500000000.0
2,2 > 2,2,- Phải thu khách hàng,,3.739.997.635,3.018.953.240,,,3739997635.0,3018953240.0
2,2 > 2,2,- Phải thu lợi nhuận hợp tác đầu tư,,1.366.898.628,29.589.041,,,1366898628.0,29589041.0
2,2 > 2,2,- Phải trả người bán,,16.327.101,-,,,16327101.0,
2,2 > 2,2,- Phải thu khác,,5.362.792.400,5.158.115.996,,,5362792400.0,5158115996.0
3,3,3,Công ty CP nước khoáng Khánh Hòa,Công ty liên kết,,,,,,
3,3 > 3,3,- Phải trả Hợp tác đầu tư,,20.000.000.000,-,,,20000000000.0,
3,3 > 3,3,- Phải trả lợi nhuận Hợp tác đầu tư,,488.246.575,-,,,488246575.0,
3,3 > 3,3,- Phải thu khách hàng,,284.608.824,200.861.100,,,284608824.0,200861100.0
3,3 > 3,3,- Phải trả người bán,,50.810.128.863,50.365.979.069,,,50810128863.0,50365979069.0
3,3 > 3,3,- Phải trả khác,,7.717.077.715,7.717.077.715,,,7717077715.0,7717077715.0
4,4,4,Công ty CP Mũi Dinh Ecopark,,,,,,,
4,4 > 4,4,- Nhận hợp tác đầu tư,,110.420.361.272,103.284.138.233,,,110420361272.0,103284138233.0
4,4 > 4,4,- Phải trả lợi nhuận hợp tác đầu tư,,4.639.415.797,5.039.551.979,,,4639415797.0,5039551979.0
5,5,5,Công ty CP Today Cosmetics,,,,,,,
5,5 > 5,5,- Phải thu Hợp tác đầu tư,,12.700.000.000,12.700.000.000,,,12700000000.0,12700000000.0
5,5 > 5,5,- Phải thu lợi nhuận hợp tác đầu tư,,1.150.475.345,13.150.685,,,1150475345.0,13150685.0
6,6,6,Ông Cao Trọng Hoan,,,,,,,
6,6 > 6,6,- Phải thu Hợp tác đầu tư,,244.045.234.800,20.000.000.000,,,244045234800.0,20000000000.0
6,6 > 6,6,- Phải thu lợi nhuận hợp tác đầu tư,,10.526.826.019,-,,,10526826019.0,
