row_label_raw,row_label_full,Trong vòng 1 năm > Trong năm thứ 2 > Từ năm thứ 3 đến năm thứ 5,31/12/2020VND > 31.497.674.950 > 23.860.674.950 > 15.983.765.047,01/01/2020VND > 31.497.674.950 > 39.845.935.579,numeric__31/12/2020VND > 31.497.674.950 > 23.860.674.950 > 15.983.765.047,numeric__01/01/2020VND > 31.497.674.950 > 39.845.935.579
Cộng,Cộng,Cộng,71.342.114.947,102.841.285.479,71342114947.0,102841285479.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,31.497.674.950,31.497.674.950,31497674950.0,31497674950.0
Số còn phải trả sau 12 tháng,Số còn phải trả sau 12 tháng,Số còn phải trả sau 12 tháng,39.844.439.997,71.343.610.529,39844439997.0,71343610529.0
