row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị VND,31/12/2020 > Dự phòng VND,01/01/2020 > Giá trị VND,01/01/2020 > Dự phòng VND,numeric__31/12/2020 > Giá trị VND,numeric__31/12/2020 > Dự phòng VND,numeric__01/01/2020 > Giá trị VND,numeric__01/01/2020 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,164.197.618.716,(9.456.071.050),118.002.050.213,(8.701.215.392),164197618716.0,-9456071050.0,118002050213.0,-8701215392.0
- Lãi dự thu,- Lãi dự thu,- Lãi dự thu,59.880.836.988,-,65.218.696.053,-,59880836988.0,,65218696053.0,
"- Ký cược, ký quỹ ngắn hạn","- Ký cược, ký quỹ ngắn hạn","- Ký cược, ký quỹ ngắn hạn",314.369.356,-,4.334.216.356,-,314369356.0,,4334216356.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,4.264.622.692,(689.833.740),4.539.663.779,(689.833.740),4264622692.0,-689833740.0,4539663779.0,-689833740.0
- Phải thu khoản ứng tiền làm thủ tục XD nhà máy Sản Bình Định,- Phải thu khoản ứng tiền làm thủ tục XD nhà máy Sản Bình Định,- Phải thu khoản ứng tiền làm thủ tục XD nhà máy Sản Bình Định,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",-,-,100.007.000,-,,,100007000.0,
- Phải thu Công ty CP Dược phẩm Euvipharm,- Phải thu Công ty CP Dược phẩm Euvipharm,- Phải thu Công ty CP Dược phẩm Euvipharm,-,-,25.473.200.622,-,,,25473200622.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,89.525.194.542,(5.266.237.310),14.793.526.677,(4.511.381.652),89525194542.0,-5266237310.0,14793526677.0,-4511381652.0
+ Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam (*),+ Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam (*),+ Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam (*),59.859.907.000,-,-,-,59859907000.0,,,
+ Công ty CP Đầu tư Trí Việt (*),+ Công ty CP Đầu tư Trí Việt (*),+ Công ty CP Đầu tư Trí Việt (*),13.995.487.500,-,-,-,13995487500.0,,,
+ Khác,+ Khác,+ Khác,15.669.800.042,(5.266.237.310),14.793.526.677,(4.511.381.652),15669800042.0,-5266237310.0,14793526677.0,-4511381652.0
- Phải thu khác bên liên quan,- Phải thu khác bên liên quan,- Phải thu khác bên liên quan,6.712.595.138,-,42.739.726,-,6712595138.0,,42739726.0,
+ Công ty CP FIT Cosmetics,+ Công ty CP FIT Cosmetics,+ Công ty CP FIT Cosmetics,6.712.595.138,-,29.589.041,-,6712595138.0,,29589041.0,
+ Công ty CP Today,+ Công ty CP Today,+ Công ty CP Today,-,-,13.150.685,-,,,13150685.0,
Dài hạn,Dài hạn,Dài hạn,1.483.200.000,-,1.404.000.000,-,1483200000.0,,1404000000.0,
"- Ký cược, ký quỹ dài hạn","- Ký cược, ký quỹ dài hạn","- Ký cược, ký quỹ dài hạn",1.483.200.000,-,1.404.000.000,-,1483200000.0,,1404000000.0,
,,,165.680.818.716,(9.456.071.050),119.406.050.213,(8.701.215.392),165680818716.0,-9456071050.0,119406050213.0,-8701215392.0
