row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị VND,31/12/2020 > Tỷ lệ %,01/01/2020 > Giá trị VND,01/01/2020 > Tỷ lệ %,numeric__31/12/2020 > Giá trị VND,numeric__31/12/2020 > Tỷ lệ %,numeric__01/01/2020 > Giá trị VND,numeric__01/01/2020 > Tỷ lệ %
Công ty Cổ phần Đầu tư Dũng Tâm,Công ty Cổ phần Đầu tư Dũng Tâm,Công ty Cổ phần Đầu tư Dũng Tâm,1.299.124.230.000,"51,00%",1.299.124.230.000,"51,00%",1299124230000.0,0.51,1299124230000.0,0.51
Cổ đông khác,Cổ đông khác,Cổ đông khác,1.248.178.240.000,"49,00%",1.248.178.240.000,"49,00%",1248178240000.0,0.49,1248178240000.0,0.49
,,,2.547.302.470.000,100%,2.547.302.470.000,100%,2547302470000.0,1.0,2547302470000.0,1.0
