row_label_raw,row_label_full,STT,Công ty,Mối quan hệ,Năm 2020VND,Năm 2019VND,numeric__Công ty,numeric__Mối quan hệ,numeric__Năm 2020VND,numeric__Năm 2019VND
1,1,1,Công ty CP Mũi Dinh Ecopark,,,,,,,
1,1 > 1,1,- Lợi nhuận phải trả hợp đồng hợp tác đầu tư,,6.354.153.342,5.039.551.979,,,6354153342.0,5039551979.0
1,1 > 1,1,- Nhận tiền hợp tác đầu tư,,17.511.933.515,128.384.138.233,,,17511933515.0,128384138233.0
1,1 > 1,1,- Trả tiền hợp tác đầu tư,,17.130.000.000,25.100.000.000,,,17130000000.0,25100000000.0
2,2,2,Công ty CP Today Cosmetics,,,,,,,
2,2 > 2,2,- Lợi nhuận từ hợp đồng hợp tác đầu tư,,1.137.324.660,821.932.905,,,1137324660.0,821932905.0
2,2 > 2,2,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,,-,1.025.084.442,,,,1025084442.0
2,2 > 2,2,- Chuyển tiền hợp tác đầu tư,,-,10.000.000.000,,,,10000000000.0
2,2 > 2,2,- Thu hồi tiền hợp tác đầu tư,,-,9.200.000.000,,,,9200000000.0
2,2 > 2,2,"- Mua hàng hóa, dịch vụ",,170.136.000,-,,,170136000.0,
3,3,3,Công ty CP Phát triển Bất động sản DPV,,,,,,,
3,3 > 3,3,- Chuyển trả tiền hợp tác đầu tư,,-,10.000.000.000,,,,10000000000.0
3,3 > 3,3,- Thu hồi tiền hợp tác đầu tư,,-,97.500.000.000,,,,97500000000.0
4,4,4,Công ty CP Đầu tư Dũng Tâm,Công ty mẹ,,,,,,
4,4 > 4,4,- Doanh thu cung cấp dịch vụ,,178.267.937,164.088.000,,,178267937.0,164088000.0
4,4 > 4,4,- Tiền thu từ cung cấp dịch vụ,,195.115.521,180.496.800,,,195115521.0,180496800.0
4,4 > 4,4,- Lợi nhuận phải trả hợp đồng hợp tác đầu tư,,-,41.250.000,,,,41250000.0
4,4 > 4,4,- Trả tiền hợp tác đầu tư,,-,10.000.000.000,,,,10000000000.0
5,5,5,Công ty CP FIT Cosmetics,Công ty liên kết,,,,,,
5,5 > 5,5,- Doanh thu cung cấp dịch vụ,,549.687.272,562.602.729,,,549687272.0,562602729.0
5,5 > 5,5,- Hàng bán bị trả lại,,6.025.008,25.569.434.166,,,6025008.0,25569434166.0
5,5 > 5,5,- Lợi nhuận từ hợp đồng hợp tác đầu tư,,2.323.610.957,2.957.711.414,,,2323610957.0,2957711414.0
5,5 > 5,5,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,,1.073.972.603,9.201.120.894,,,1073972603.0,9201120894.0
5,5 > 5,5,- Bán hàng,,230.184.000,-,,,230184000.0,
5,5 > 5,5,- Chuyển tiền hợp tác đầu tư,,2.000.000.000,22.500.000.000,,,2000000000.0,22500000000.0
5,5 > 5,5,- Thu hồi tiền hợp tác đầu tư,,38.025.000.000,34.286.632.350,,,38025000000.0,34286632350.0
5,5 > 5,5,"- Mua hàng hóa, dịch vụ",,231.341.788,45.133.183.458,,,231341788.0,45133183458.0
5,5 > 5,5,- Trả tiền mua hàng hóa dịch vụ,,81.309.998,1.492.392,,,81309998.0,1492392.0
5,5 > 5,5,- Doanh thu từ bồi thường hàng hông,,-,6.011.337.974,,,,6011337974.0
6,6,6,Công ty CP nước khoáng Khánh Hòa,,,,,,,
6,6 > 6,6,- Doanh thu cung cấp dịch vụ,,1.541.485.233,1.212.826.908,,,1541485233.0,1212826908.0
6,6 > 6,6,- Tiền thu từ cung cấp dịch vụ,,1.611.886.032,2.235.748.500,,,1611886032.0,2235748500.0
6,6 > 6,6,- Nhận tiền hợp tác đầu tư,,20.000.000.000,-,,,20000000000.0,
6,6 > 6,6,"- Mua hàng hóa, dịch vụ",,2.083.214.582,2.436.931.692,,,2083214582.0,2436931692.0
6,6 > 6,6,- Bán hàng,,-,784.522.740,,,,784522740.0
6,6 > 6,6,- Trả lại hàng,,68.575.000,602.732.861,,,68575000.0,602732861.0
6,6 > 6,6,- Trả tiền mua hàng hóa dịch vụ,,76.434.045,-,,,76434045.0,
6,6 > 6,6,- Lợi nhuận phải trả từ hợp đồng hợp tác đầu tư,,488.246.575,-,,,488246575.0,
7,7,7,Ông Cao Trọng Hoan,,,,,,,
7,7 > 7,7,- Chuyển tiền hợp tác đầu tư,,224.045.234.800,20.000.000.000,,,224045234800.0,20000000000.0
7,7 > 7,7,- Lợi nhuận từ hợp tác đầu tư,,10.526.826.019,-,,,10526826019.0,
