row_label_raw,row_label_full,col_0,Năm 2020 (*)VND,Năm 2019VND,numeric__Năm 2020 (*)VND,numeric__Năm 2019VND
Thù lao Hội đồng quản trị,Thù lao Hội đồng quản trị,Thù lao Hội đồng quản trị,420.000.000,420.000.000,420000000.0,420000000.0
Thu nhập Ban Tổng Giám đốc,Thu nhập Ban Tổng Giám đốc,Thu nhập Ban Tổng Giám đốc,1.655.900.280,3.573.728.843,1655900280.0,3573728843.0
,,,2.075.900.280,3.993.728.843,2075900280.0,3993728843.0
