row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Số có khả năng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2020 > Giá trịVND,01/01/2020 > Số có khả năng trả nợVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Số có khả năng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Số có khả năng trả nợVND
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,383.865.334.322,383.865.334.322,4.600.963.095.566,(4.605.998.145.611),388.900.384.367,388.900.384.367,383865334322.0,383865334322.0,4600963095566.0,-4605998145611.0,388900384367.0,388900384367.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (1),105.033.074.725,105.033.074.725,1.218.060.495.132,(1.269.665.041.104),156.637.620.697,156.637.620.697,105033074725.0,105033074725.0,1218060495132.0,-1269665041104.0,156637620697.0,156637620697.0
- Ngân hàng TNHH MTV Public Việt Nam,- Ngân hàng TNHH MTV Public Việt Nam,- Ngân hàng TNHH MTV Public Việt Nam,10.000.000.000,10.000.000.000,77.120.000.000,(72.120.000.000),5.000.000.000,5.000.000.000,10000000000.0,10000000000.0,77120000000.0,-72120000000.0,5000000000.0,5000000000.0
- Ngân hàng TMCP Ngoại thương Việt Nam (2),- Ngân hàng TMCP Ngoại thương Việt Nam (2),- Ngân hàng TMCP Ngoại thương Việt Nam (2),114.262.408.059,114.262.408.059,377.747.638.031,(340.361.525.924),76.876.295.952,76.876.295.952,114262408059.0,114262408059.0,377747638031.0,-340361525924.0,76876295952.0,76876295952.0
- Ngân hàng TMCP Quân đội (3),- Ngân hàng TMCP Quân đội (3),- Ngân hàng TMCP Quân đội (3),55.553.416.210,55.553.416.210,168.152.342.800,(182.175.374.468),69.576.447.878,69.576.447.878,55553416210.0,55553416210.0,168152342800.0,-182175374468.0,69576447878.0,69576447878.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng (4),- Ngân hàng TMCP Việt Nam Thịnh Vượng (4),- Ngân hàng TMCP Việt Nam Thịnh Vượng (4),84.803.597.518,84.803.597.518,2.723.019.128.570,(2.691.029.001.731),52.813.470.679,52.813.470.679,84803597518.0,84803597518.0,2723019128570.0,-2691029001731.0,52813470679.0,52813470679.0
- Ngân hàng TMCP Công thương Việt Nam (5),- Ngân hàng TMCP Công thương Việt Nam (5),- Ngân hàng TMCP Công thương Việt Nam (5),14.212.837.810,14.212.837.810,36.366.273.945,(50.149.985.296),27.996.549.161,27.996.549.161,14212837810.0,14212837810.0,36366273945.0,-50149985296.0,27996549161.0,27996549161.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,-,-,497.217.088,(497.217.088),-,-,,,497217088.0,-497217088.0,,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,31.497.674.950,31.497.674.950,31.499.170.532,(31.499.170.532),31.497.674.950,31.497.674.950,31497674950.0,31497674950.0,31499170532.0,-31499170532.0,31497674950.0,31497674950.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng (6),- Ngân hàng TMCP Việt Nam Thịnh Vượng (6),- Ngân hàng TMCP Việt Nam Thịnh Vượng (6),10.182.000.000,10.182.000.000,10.182.000.000,(10.182.000.000),10.182.000.000,10.182.000.000,10182000000.0,10182000000.0,10182000000.0,-10182000000.0,10182000000.0,10182000000.0
- Ngân hàng TMCP Ngoại thương Việt Nam - CN Vĩnh Long (7),- Ngân hàng TMCP Ngoại thương Việt Nam - CN Vĩnh Long (7),- Ngân hàng TMCP Ngoại thương Việt Nam - CN Vĩnh Long (7),21.315.674.950,21.315.674.950,21.317.170.532,(21.317.170.532),21.315.674.950,21.315.674.950,21315674950.0,21315674950.0,21317170532.0,-21317170532.0,21315674950.0,21315674950.0
,,,415.363.009.272,415.363.009.272,4.632.462.266.098,(4.637.497.316.143),420.398.059.317,420.398.059.317,415363009272.0,415363009272.0,4632462266098.0,-4637497316143.0,420398059317.0,420398059317.0
