row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2020 VND,01/01/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__01/01/2020 VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,,3.329.699.079.073,2.766.190.932.834,100.0,,3329699079073.0,2766190932834.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,59.677.188.408,23.887.787.335,110.0,4.0,59677188408.0,23887787335.0
Tiền,Tiền,Tiền,111,,30.677.188.408,23.887.787.335,111.0,,30677188408.0,23887787335.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,29.000.000.000,-,112.0,,29000000000.0,
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,2.506.175.341.063,2.021.522.399.101,120.0,,2506175341063.0,2021522399101.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6,225.825.089.653,222.820.916.182,121.0,6.0,225825089653.0,222820916182.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,6,(5.410.754.674),(16.274.574.909),122.0,6.0,-5410754674.0,-16274574909.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6,2.285.761.006.084,1.814.976.057.828,123.0,6.0,2285761006084.0,1814976057828.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,464.430.774.557,418.689.972.941,130.0,,464430774557.0,418689972941.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,300.672.069.402,305.999.290.584,131.0,7.0,300672069402.0,305999290584.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,5,87.130.582.775,80.499.600.863,132.0,5.0,87130582775.0,80499600863.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8,164.197.618.716,118.002.050.213,136.0,8.0,164197618716.0,118002050213.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,10,(87.569.496.336),(85.810.968.719),137.0,10.0,-87569496336.0,-85810968719.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,13,273.117.969.204,266.294.997.189,140.0,13.0,273117969204.0,266294997189.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,282.217.945.862,271.067.465.341,141.0,,282217945862.0,271067465341.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(9.099.976.658),(4.772.468.152),149.0,,-9099976658.0,-4772468152.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,26.297.805.841,35.795.776.268,150.0,,26297805841.0,35795776268.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,16,6.603.980.964,6.314.037.069,151.0,16.0,6603980964.0,6314037069.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,17.221.414.039,27.649.108.473,152.0,,17221414039.0,27649108473.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,19,2.472.410.838,1.832.630.726,153.0,19.0,2472410838.0,1832630726.0
